id,codigo,nombre,cantonId
836,1720,INDANZA,160
837,3320,SAN ANTONIO,160
838,3250,SAN MIGUEL DE CONCHAY,160
839,3760,SANTA SUSANA DE CHIVIAZA,160
840,4305,YUNGANZA /EL ROSARIO,160
841,6735,LOGROÑO,161
842,525,SHIMPIS,161
843,4300,YAUPI,161
844,65,ALSHI /9 DE OCTUBRE,162
845,1250,CUCHAENTZA,162
846,1345,GRAL. PROAÑO,162
847,5615,MACAS,162
848,1730,RIO BLANCO,162
849,3440,SAN ISIDRO,162
850,3830,SEVILLA DON BOSCO,162
851,4485,SINAI,162
852,4360,ZUNAC,162
853,6870,PABLO SEXTO,163
854,1685,16 DE AGOSTO,164
855,155,ARAPICOS,164
856,715,CUMANDA,164
857,5760,PALORA,164
858,3420,SANGAY,164
859,2750,PAN DE AZUCAR,165
860,3920,SAN CARLOS DE LIMON,165
861,710,SAN JACINTO DE WAKAMBEIS,165
862,6445,SAN JUAN BOSCO,165
863,1785,SANTIAGO DE PANANZA,165
864,970,CHUPIANZA,166
865,645,COPAL,166
866,5645,MENDEZ,166
867,2795,PATUCA,166
868,1365,SAN FCO. DE CHINIMBIMI,166
869,3565,SAN LUIS DEL ACHO,166
870,4115,TAYUZA,166
871,180,ASUNCION,167
872,1635,HUAMBI,167
873,1140,SANTA MARIANITA DE JESUS,167
874,6110,SUCUA,167
875,595,HUASAGA /WAMPUIK,168
876,2285,MACUMA,168
877,4575,PUMPUENTSA,168
878,6700,TAISHA,168
879,1205,TUTINENTZA,168
880,1295,SAN JOSE DE MORONA,169
881,6890,SANTIAGO,169
882,5070,ARCHIDONA,170
883,685,COTUNDO,170
884,4630,HATUN SUMAKU,170
885,3605,SAN PABLO DE USHPAYACU,170
886,6760,CARLOS J. AROSEMENA TOLA,171
887,5510,EL CHACO,172
888,1020,GONZALO DIAZ DE PINEDA,172
889,2180,LINARES,172
890,2640,OYACACHI,172
891,3745,SANTA ROSA DE QUIJOS,172
892,3790,SARDINAS,172
893,5090,BAEZA,173
894,670,COSANGA,173
895,765,CUYUJA,173
896,2770,PAPALLACTA,173
897,3395,SAN FRANCISCO DE BORJA,173
898,3890,SUMACO,173
899,25,AHUANO,174
900,940,CHONTAPUNTA,174
901,2755,PANO,174
902,3000,PUERTO MISAHUALLI,174
903,3050,PUERTO NAPO,174
904,4580,SAN JUAN DE MUYUNA,174
905,1930,TALAG,174
906,6160,TENA,174
907,6705,ARAJUNO,175
908,735,CURARAY,175
909,2310,MADRE TIERRA,176
910,5650,MERA,176
911,3840,SHELL,176
912,1025,10 DE AGOSTO,177
913,475,CANELOS,177
914,1275,EL TRIUNFO,177
915,1260,FATIMA,177
916,2450,MONTALVO/ANDOAS,177
917,3055,POMONA,177
918,5825,PUYO,177
919,3180,RIO CORRIENTES,177
920,3195,RIO TIGRE,177
921,4510,SIMON BOLIVAR,177
922,3985,TARQUI,177
923,4005,TNTE. HUGO ORTIZ,177
924,4205,VERACRUZ,177
925,3785,ZARAYACU,177
926,2100,SAN JOSE,178
927,6395,SANTA CLARA,178
1159,2175,LIMONCOCHA,215
1160,2765,PANACOCHA,215
1161,600,SAN PEDRO DE LOS COFANES,215
1162,3645,SAN ROQUE,215
1163,6140,SHUSHUFINDI CENTRAL,215
1164,780,SIETE DE JULIO,215
1165,1170,EL PLAYON DE SN. FRANCISCO,216
1166,5525,LA BONITA,216
1167,2095,LA SOFIA,216
1168,3220,ROSA FLORIDA,216
1169,3690,SANTA BARBARA,216
1170,510,CAP. AUGUSTO RIVADENEIRA,217
1171,630,CONONACO,217
1172,5700,NUEVO ROCAFUERTE,217
1173,3720,STA. MARIA DE HUIRIRIMA,217
1174,7485,TIPUTINI,217
1175,4295,YASUNI,217
1176,1995,ALEJANDRO LABAKA,218
1177,1235,DAYUMA,218
1178,5815,EL COCA,218
1179,1560,EL DORADO,218
1180,1590,EL EDEN,218
1181,1810,GARCIA MORENO,218
1182,1565,INES ARANGO,218
1183,1820,LA BELLEZA,218
1184,1940,NUEVO PARAISO,218
1185,1945,SAN JOSE DE GUAYUSA,218
1186,1935,SAN LUIS DE ARMENIA,218
1187,1245,TARACOA,218
1297,9056,C. E. EN SANTO DOMINGO,262
1298,9077,C. E. EN PRETORIA,263
1299,9061,C. E. EN MONTEVIDEO,264
1300,9062,C. E. EN CARACAS,265
928,7130,BELISARIO QUEVEDO,179
929,7135,CARCELEN,179
930,7145,COCHAPAMBA,179
931,7150,COMITE DEL PUEBLO,179
932,5220,COTOCOLLAO,179
933,7160,EL CONDADO,179
934,7170,IÑAQUITO,179
935,7175,ITCHIMBIA,179
936,7180,JIPIJAPA,179
937,7185,KENNEDY,179
938,7195,LA CONCEPCION,179
939,7215,MARISCAL SUCRE,179
940,7220,PONCEANO,179
941,7235,RUMIPAMBA,179
942,7245,SAN ISIDRO DEL INCA,179
943,7250,SAN JUAN,179
944,7140,CENTRO HISTORICO,180
945,7155,CHILIBULO,180
946,5260,CHILLOGALLO,180
947,5015,CHIMBACALLE,180
948,7165,GUAMANI,180
949,7190,LA ARGELIA,180
950,7200,LA ECUATORIANA,180
951,7205,LA FERROVIARIA,180
952,5535,LA LIBERTAD,180
953,5540,LA MAGDALENA,180
954,7210,LA MENA,180
955,7225,PUENGASI,180
956,7230,QUITUMBE,180
957,7240,SAN BARTOLO,180
958,7255,SOLANDA,180
959,7260,TURUBAMBA,180
960,30,ALANGASI,181
961,80,AMAGUAÑA,181
962,195,ATAHUALPA /HABASPAMBA,181
963,430,CALACALI,181
964,440,CALDERON,181
965,855,CHAVEZPAMBA,181
966,865,CHECA,181
967,625,CONOCOTO,181
968,725,CUMBAYA,181
969,1400,GUALEA,181
970,1440,GUANGOPOLO,181
971,1475,GUAYLLABAMBA,181
972,2055,LA MERCED,181
973,2265,LLANO CHICO,181
974,2275,LLOA,181
975,2525,NANEGAL,181
976,2530,NANEGALITO,181
977,2540,NAYON,181
978,2560,NONO,181
979,2690,PACTO,181
980,2825,PERUCHO,181
981,2855,PIFO,181
982,2895,PINTAG,181
983,2925,POMASQUI,181
984,2980,PUELLARO,181
985,2985,PUEMBO,181
986,3100,QUINCHE,181
987,3325,SAN ANTONIO,181
988,3475,SAN JOSE DE MINAS,181
989,3925,TABABELA,181
990,4085,TUMBACO,181
991,4290,YARUQUI,181
992,4325,ZAMBIZA,181
993,165,ASCAZUBI,182
994,480,CANGAHUA,182
995,5190,CAYAMBE,182
996,5495,JUAN MONTALVO,182
997,2600,OLMEDO/PESILLO,182
998,2635,OTON,182
999,4620,SAN JOSE DE AYORA,182
1000,3735,STA.ROSA DE CUSUBAMBA,182
1001,55,ALOAG,183
1002,60,ALOASI,183
1003,850,CHAUPI,183
1004,650,CORNEJO ASTORGA /TANDAPI,183
1005,755,CUTUGLAGUA,183
1006,5620,MACHACHI,183
1007,3960,TAMBILLO,183
1008,4155,UYUMBICHO,183
1009,2025,LA ESPERANZA,184
1010,2330,MALCHINGUI,184
1011,6145,TABACUNDO,184
1012,4045,TOCACHI,184
1013,4090,TUPIGACHI,184
1014,6415,PEDRO VICENTE MALDONADO,185
1015,6125,PUERTO QUITO,186
1016,680,COTOGCHOA,187
1017,7535,FAJARDO,187
1018,3230,RUMIPAMBA,187
1019,6605,SAN PEDRO DE TABOADA,187
1020,6600,SAN RAFAEL,187
1021,5965,SANGOLQUI,187
1022,2410,MINDO,188
1023,6350,S. MIGUEL DE LOS BANCOS,188
1024,95,AMBATILLO,189
1025,190,ATAHUALPA /CHIPZALATA,189
1026,5045,ATOCHA FICOA,189
1027,210,AUGUSTO N MARTINEZ,189
1028,5230,CELIANO MONGE,189
1029,635,CONSTANTINO FERNANDEZ,189
1030,800,CUNCHIBAMBA,189
1031,5455,HUACHI CHICO,189
1032,1625,HUACHI GRANDE,189
1033,5445,HUACHI LORETO,189
1034,1745,IZAMBA,189
1035,1860,JUAN BENIGNO VELA,189
1036,5545,LA MATRIZ,189
1037,5560,LA MERCED,189
1038,5605,LA PENINSULA,189
1039,2435,MONTALVO,189
1040,2775,PASA,189
1041,2830,PICAYHUA,189
1042,2860,PILAHUIN,189
1043,5840,PISHILATA,189
1044,3120,QUISAPINCHA,189
1045,3355,SAN BARTOLOME,189
1046,3380,SAN FERNANDO,189
1047,5945,SAN FRANCISCO,189
1048,3730,SANTA ROSA,189
1049,4065,TOTORAS,189
1050,810,UNAMUNCHO,189
1051,5105,BAÑOS,190
1052,2270,LLIGUA,190
1053,3190,RIO NEGRO,190
1054,3200,RIO VERDE,190
1055,4135,ULBA,190
1056,6555,CEVALLOS,191
1057,6560,MOCHA,192
1058,4555,PINGUILI,192
1059,4110,EL TRIUNFO,193
1060,2210,LOS ANDES,193
1061,5830,PATATE,193
1062,3885,SUCRE,193
1063,335,BENITEZ /PACHANLICA,194
1064,365,BOLIVAR,194
1065,900,CHIQUICHA,194
1066,675,COTALO,194
1067,1185,EL ROSARIO /RUMICHACA,194
1068,1320,GARCIA MORENO,194
1069,1630,HUAMBALO,194
1070,5780,PELILEO,194
1071,5900,PELILEO GRANDE /R. MINO,194
1072,3905,SALASACA,194
1073,295,BAQUERIZO MORENO,195
1074,5225,CIUDAD NUEVA,195
1075,1210,EMILIO MARIA TERAN,195
1076,2375,MARCOS ESPINEL,195
1077,5785,PILLARO,195
1078,2945,PRESIDENTE URBINA,195
1079,3300,SAN ANDRES,195
1080,3485,SAN JOSE DE POALO,195
1081,3585,SAN MIGUELITO,195
1082,5835,QUERO,196
1083,4550,RUMIPAMBA,196
1084,4310,YANAYACU MOCHAPATA,196
1085,1375,QUINCHICOTO,197
1086,5515,TISALEO,197
1087,4600,PANGUINTZA,198
1088,4385,TRIUNFO DORADO,198
1089,6625,ZUMBI,198
1090,915,CHITO,199
1091,1145,EL CHORRO,199
1092,2015,LA CHONTA,199
1093,2955,PUCAPAMBA,199
1094,2110,SAN ANDRES,199
1095,6315,ZUMBA,199
1096,665,EL GUISMI,200
1097,6355,EL PANGUI,200
1098,1015,PACHICUTZA,200
1099,945,TUNDAYME,200
1100,5520,GUAYZIMI,201
1101,4655,NANKAIS,201
1102,4570,NUEVO PARAISO,201
1103,1675,ZURMI,201
1104,1240,EL PORVENIR DEL CARMEN,202
1105,2170,LA CANELA,202
1106,6740,PALANDA,202
1107,4505,SAN FRANCISCO DEL VERGEL,202
1108,4195,VALLADOLID,202
1109,455,BELLAVISTA,203
1110,1120,NUEVO QUITO,203
1111,6885,PAQUISHA,203
1112,6215,28 DE MAYO,204
1113,2070,LA PAZ,204
1114,4105,TUTUPALI,204
1115,985,CHICANA,205
1116,2240,LOS ENCUENTROS,205
1117,6295,YANZATZA,205
1118,720,CUMBARATZA,206
1119,6840,EL LIMON,206
1120,1390,GUADALUPE,206
1121,2155,LA VICTORIA DE IMBANA,206
1122,3260,SABANILLA,206
1123,1770,SAN CARLOS DE LAS MINAS,206
1124,4010,TIMBARA,206
1125,6305,ZAMORA,206
1126,6515,PUERTO VILLAMIL,207
1127,4165,TOMAS DE BERLANGA,207
1128,1220,EL PROGRESO,208
1129,4415,ISLA SANTA MARIA,208
1130,6510,PTO. BAQUERIZO MORENO,208
1131,235,BELLA VISTA,209
1132,6505,PUERTO AYORA,209
1133,1985,SANTA ROSA,209
1134,6325,EL DORADO DE CASCALES,210
1135,4740,NUEVA TRONCAL,210
1136,3750,SANTA ROSA DE SUCUMBIOS,210
1137,1095,SEVILLA,210
1138,1555,AGUAS NEGRAS,211
1139,760,CUYABENO,211
1140,6765,TARAPOA,211
1141,230,EL REVENTADOR,212
1142,1090,GONZALO PIZARRO,212
1143,6300,LUMBAQUI,212
1144,3615,PUERTO LIBRE,212
1145,4625,10 DE AGOSTO,213
1146,1045,DURENO,213
1147,1285,EL ENO,213
1148,1330,GENERAL FARFAN,213
1149,1795,JAMBELI,213
1150,5710,NUEVA LOJA,213
1151,1290,PACAYACU,213
1152,1790,SANTA CECILIA,213
1153,6500,EL CARMEN DE PUTUMAYO,214
1154,2720,PALMA ROJA,214
1155,3005,PUERTO BOLIVAR,214
1156,3020,PUERTO RODRIGUEZ,214
1157,4745,SANSAHUARI,214
1158,3705,SANTA ELENA,214
1188,490,ENOKANQUI,219
1189,6200,LA JOYA DE LOS SACHAS,219
1190,1960,LAGO SAN PEDRO,219
1191,2930,POMPEYA,219
1192,1950,RUMIPAMBA,219
1193,415,SAN CARLOS,219
1194,3660,SAN SEBASTIAN DE COCA,219
1195,1955,TRES DE NOVIEMBRE,219
1196,1965,UNION MILAGREÑA,219
1197,215,AVILA,220
1198,6455,LORETO,220
1199,1050,PUERTO MURIALDO,220
1200,1680,SAN JOSE DE DAHUANO,220
1201,3480,SAN JOSE DE PAYAMINO,220
1202,400,SAN VICENTE DE HUATICOCHA,220
1203,7520,LA CONCORDIA,221
1204,4640,LA VILLEGAS,221
1205,4635,MONTERREY,221
1206,4645,PLAN PILOTO,221
1207,5730,ABRAHAM CALAZACON,222
1208,75,ALLURIQUIN,222
1209,5860,BOMBOLI,222
1210,6175,CHIGUILPE,222
1211,1990,EL ESFUERZO,222
1212,1755,LUZ DE AMERICA,222
1213,4440,PUERTO LIMON,222
1214,5870,RIO TOACHI,222
1215,5865,RIO VERDE,222
1216,1970,SAN JACINTO DEL BUA,222
1217,2045,SANTA MARIA DEL TOACHI,222
1218,6065,SANTO DOMINGO,222
1219,305,VALLE HERMOSO,222
1220,6180,ZARACAY,222
1221,6610,LA LIBERTAD,223
1222,115,ANCONCITO,224
1223,6280,CARLOS ESPINOZA LARREA,224
1224,6270,GRAL. A. E. GALLO,224
1225,1850,JOSE LUIS TAMAYO / MUEY,224
1226,5920,SALINAS,224
1227,6925,SANTA ROSA,224
1228,6275,VICENTE ROCAFUERTE,224
1229,205,ATAHUALPA,225
1230,5130,BALLENITA,225
1231,820,CHANDUY,225
1232,605,COLONCHE,225
1233,2355,MANGLARALTO,225
1234,1300,SAN JOSE DE ANCON,225
1235,6040,SANTA ELENA,225
1236,3915,SIMON BOLIVAR,225
1237,9001,C. E. EN BERLIN,226
1238,9005,C. E. EN CAMBERRA,227
1239,9006,C. E. EN VIENA,228
1240,9007,C. E. EN BRUSELAS,229
1241,9020,C. E. EN BEIJING,230
1242,9075,C. E. EN GUANZHOU,230
1243,9068,C. E. EN SHANGAI,230
1244,9016,C. E. EN SEUL,231
1245,9023,C. E. EN BARCELONA,232
1246,9024,C. E. EN MADRID,232
1247,9066,C. E. EN MALAGA,232
1248,9026,C. E. EN MURCIA,232
1249,9021,C. E. EN PALMA DE MALLORCA,232
1250,9025,C. E. EN VALENCIA,232
1251,9060,C. E. EN MOSCU,233
1252,9036,C. E. EN PARIS,234
1253,9040,C. E. EN BUDAPEST,235
1254,9063,C. E. EN YAKARTA,236
1255,9042,C. E. EN TEL AVIV,237
1256,9044,C. E. EN GENOVA,238
1257,9043,C. E. EN MILAN,238
1258,9045,C. E. EN ROMA,238
1259,9046,C. E. EN TOKIO,239
1260,9049,C. E. EN LA HAYA,240
1261,9037,C. E. EN LONDRES,241
1262,9057,C. E. EN ESTOCOLMO,242
1263,9058,C. E. EN BERNA,243
1264,9078,C. E. EN ANKARA,244
1265,9012,C. E. EN OTTAWA,245
1266,9011,C. E. EN TORONTO,245
1267,9071,C. E. EN ATLANTA,246
1268,9027,C. E. EN CHICAGO,246
1269,9033,C. E. EN CONNECTICUT,246
1270,9034,C. E. EN HOUSTON,246
1271,9032,C. E. EN LOS ANGELES,246
1272,9028,C. E. EN MIAMI,246
1273,9069,C. E. EN MINNEAPOLIS,246
1274,9035,C. E. EN NEW JERSEY,246
1275,9029,C. E. EN NUEVA YORK,246
1276,9073,C. E. EN PHOENIX,246
1277,9031,C. E. EN WASHINGTON,246
1278,9003,C. E. EN BUENOS AIRES,247
1279,9008,C. E. EN LA PAZ,248
1280,9009,C. E. EN BRASILIA,249
1281,9067,C. E. EN SAO PAULO,249
1282,9019,C. E. EN SANTIAGO,250
1283,9013,C. E. EN BOGOTA,251
1284,9015,C. E. EN IPIALES,251
1285,9017,C. E. EN SAN JOSE,252
1286,9018,C. E. EN LA HABANA,253
1287,9055,C. E. EN EL CAIRO,254
1288,9022,C. E. EN SAN SALVADOR,255
1289,9038,C. E. EN GUATEMALA,256
1290,9039,C. E. EN TEGUCIGALPA,257
1291,9047,C. E. EN MEXICO,258
1292,9086,C. E. EN MONTERREY,258
1293,9050,C. E. EN PANAMA,259
1294,9051,C. E. EN ASUNCION,260
1295,9052,C. E. EN LIMA,261
1296,9054,C. E. EN TUMBES,261
