id,codigo,nombre,zonaId
1,52795,1F,1
2,52796,1M,1
3,52751,1F,2
4,52768,1M,2
5,52752,2F,2
6,52769,2M,2
7,52753,3F,2
8,52770,3M,2
9,52754,4F,2
10,52771,4M,2
11,52755,5F,2
12,52772,5M,2
13,52756,6F,2
14,52773,6M,2
15,52757,7F,2
16,52774,7M,2
17,52758,8F,2
18,52775,8M,2
19,52759,9F,2
20,52776,9M,2
21,52760,10F,2
22,52777,10M,2
23,52761,11F,2
24,52778,11M,2
25,52762,12F,2
26,52779,12M,2
27,52763,13F,2
28,52780,13M,2
29,52764,14F,2
30,52781,14M,2
31,52765,15F,2
32,52782,15M,2
33,52766,16F,2
34,52783,16M,2
35,52767,17F,2
36,52784,17M,2
37,52785,18M,2
38,52791,1F,3
39,52792,1M,3
40,52797,1F,4
41,52798,1M,4
42,52793,1F,5
43,52794,1M,5
44,52786,1F,6
45,52789,1M,6
46,52787,2F,6
47,52790,2M,6
48,52788,3F,6
49,52747,1F,7
50,52749,1M,7
51,52748,2F,7
52,52750,2M,7
53,52884,1F,8
54,52895,1M,8
55,52885,2F,8
56,52896,2M,8
57,52886,3F,8
58,52897,3M,8
59,52887,4F,8
60,52898,4M,8
61,52888,5F,8
62,52899,5M,8
63,52889,6F,8
64,52900,6M,8
65,52890,7F,8
66,52901,7M,8
67,52891,8F,8
68,52902,8M,8
69,52892,9F,8
70,52903,9M,8
71,52893,10F,8
72,52904,10M,8
73,52894,11F,8
74,52871,1F,9
75,52873,1M,9
76,52872,2F,9
77,52874,2M,9
78,52877,1F,10
79,52879,1M,10
80,52878,2F,10
81,52880,1F,11
82,52882,1M,11
83,52881,2F,11
84,52883,2M,11
85,52875,1F,12
86,52876,1M,12
87,51001,1F,13
88,51034,1M,13
89,51002,2F,13
90,51035,2M,13
91,51003,3F,13
92,51036,3M,13
93,51004,4F,13
94,51037,4M,13
95,51005,5F,13
96,51038,5M,13
97,51006,6F,13
98,51039,6M,13
99,51007,7F,13
100,51040,7M,13
101,51008,8F,13
102,51041,8M,13
103,51009,9F,13
104,51042,9M,13
105,51010,10F,13
106,51043,10M,13
107,51011,11F,13
108,51044,11M,13
109,51012,12F,13
110,51045,12M,13
111,51013,13F,13
112,51046,13M,13
113,51014,14F,13
114,51047,14M,13
115,51015,15F,13
116,51048,15M,13
117,51016,16F,13
118,51049,16M,13
119,51017,17F,13
120,51050,17M,13
121,51018,18F,13
122,51051,18M,13
123,51019,19F,13
124,51052,19M,13
125,51020,20F,13
126,51053,20M,13
127,51021,21F,13
128,51054,21M,13
129,51022,22F,13
130,51055,22M,13
131,51023,23F,13
132,51056,23M,13
133,51024,24F,13
134,51057,24M,13
135,51025,25F,13
136,51058,25M,13
137,51026,26F,13
138,51059,26M,13
139,51027,27F,13
140,51060,27M,13
141,51028,28F,13
142,51061,28M,13
143,51029,29F,13
144,51062,29M,13
145,51030,30F,13
146,51063,30M,13
147,51031,31F,13
148,51032,32F,13
149,51033,33F,13
150,51064,1F,14
151,51065,1M,14
152,51490,1F,15
153,51515,1M,15
154,51491,2F,15
155,51516,2M,15
156,51492,3F,15
157,51517,3M,15
158,51493,4F,15
159,51518,4M,15
160,51494,5F,15
161,51519,5M,15
162,51495,6F,15
163,51520,6M,15
164,51496,7F,15
165,51521,7M,15
166,51497,8F,15
167,51522,8M,15
168,51498,9F,15
169,51523,9M,15
170,51499,10F,15
171,51524,10M,15
172,51500,11F,15
173,51525,11M,15
174,51501,12F,15
175,51526,12M,15
176,51502,13F,15
177,51527,13M,15
178,51503,14F,15
179,51528,14M,15
180,51504,15F,15
181,51529,15M,15
182,51505,16F,15
183,51530,16M,15
184,51506,17F,15
185,51531,17M,15
186,51507,18F,15
187,51532,18M,15
188,51508,19F,15
189,51533,19M,15
190,51509,20F,15
191,51534,20M,15
192,51510,21F,15
193,51535,21M,15
194,51511,22F,15
195,51536,22M,15
196,51512,23F,15
197,51513,24F,15
198,51514,25F,15
199,51537,1F,16
200,51551,1M,16
201,51538,2F,16
202,51552,2M,16
203,51539,3F,16
204,51553,3M,16
205,51540,4F,16
206,51554,4M,16
207,51541,5F,16
208,51555,5M,16
209,51542,6F,16
210,51556,6M,16
211,51543,7F,16
212,51557,7M,16
213,51544,8F,16
214,51558,8M,16
215,51545,9F,16
216,51559,9M,16
217,51546,10F,16
218,51560,10M,16
219,51547,11F,16
220,51561,11M,16
221,51548,12F,16
222,51562,12M,16
223,51549,13F,16
224,51563,13M,16
225,51550,14F,16
226,51090,1F,17
227,51091,1M,17
228,51088,1F,18
229,51089,1M,18
230,51082,1F,19
231,51084,1M,19
232,51083,2F,19
233,51085,2M,19
234,51086,1F,20
235,51087,1M,20
236,51092,1F,21
237,51097,1M,21
238,51093,2F,21
239,51098,2M,21
240,51094,3F,21
241,51099,3M,21
242,51095,4F,21
243,51100,4M,21
244,51096,5F,21
245,51101,1F,22
246,51108,1M,22
247,51102,2F,22
248,51109,2M,22
249,51103,3F,22
250,51110,3M,22
251,51104,4F,22
252,51111,4M,22
253,51105,5F,22
254,51112,5M,22
255,51106,6F,22
256,51113,6M,22
257,51107,7F,22
258,51066,1F,23
259,51075,1M,23
260,51067,2F,23
261,51076,2M,23
262,51068,3F,23
263,51077,3M,23
264,51069,4F,23
265,51078,4M,23
266,51070,5F,23
267,51079,5M,23
268,51071,6F,23
269,51080,6M,23
270,51072,7F,23
271,51081,7M,23
272,51073,8F,23
273,51074,9F,23
274,90923,1M,24
275,51564,1F,25
276,51584,1M,25
277,51565,2F,25
278,51585,2M,25
279,51566,3F,25
280,51586,3M,25
281,51567,4F,25
282,51587,4M,25
283,51568,5F,25
284,51588,5M,25
285,51569,6F,25
286,51589,6M,25
287,51570,7F,25
288,51590,7M,25
289,51571,8F,25
290,51591,8M,25
291,51572,9F,25
292,51592,9M,25
293,51573,10F,25
294,51593,10M,25
295,51574,11F,25
296,51594,11M,25
297,51575,12F,25
298,51595,12M,25
299,51576,13F,25
300,51596,13M,25
301,51577,14F,25
302,51597,14M,25
303,51578,15F,25
304,51598,15M,25
305,51579,16F,25
306,51599,16M,25
307,51580,17F,25
308,51600,17M,25
309,51581,18F,25
310,51601,18M,25
311,51582,19F,25
312,51602,19M,25
313,51583,20F,25
314,51670,1F,26
315,51728,1M,26
316,51671,2F,26
317,51729,2M,26
318,51672,3F,26
319,51730,3M,26
320,51673,4F,26
321,51731,4M,26
322,51674,5F,26
323,51732,5M,26
324,51675,6F,26
325,51733,6M,26
326,51676,7F,26
327,51734,7M,26
328,51677,8F,26
329,51735,8M,26
330,51678,9F,26
331,51736,9M,26
332,51679,10F,26
333,51737,10M,26
334,51680,11F,26
335,51738,11M,26
336,51681,12F,26
337,51739,12M,26
338,51682,13F,26
339,51740,13M,26
340,51683,14F,26
341,51741,14M,26
342,51684,15F,26
343,51742,15M,26
344,51685,16F,26
345,51743,16M,26
346,51686,17F,26
347,51744,17M,26
348,51687,18F,26
349,51745,18M,26
350,51688,19F,26
351,51746,19M,26
352,51689,20F,26
353,51747,20M,26
354,51690,21F,26
355,51748,21M,26
356,51691,22F,26
357,51749,22M,26
358,51692,23F,26
359,51750,23M,26
360,51693,24F,26
361,51751,24M,26
362,51694,25F,26
363,51752,25M,26
364,51695,26F,26
365,51753,26M,26
366,51696,27F,26
367,51754,27M,26
368,51697,28F,26
369,51755,28M,26
370,51698,29F,26
371,51756,29M,26
372,51699,30F,26
373,51757,30M,26
374,51700,31F,26
375,51758,31M,26
376,51701,32F,26
377,51759,32M,26
378,51702,33F,26
379,51760,33M,26
380,51703,34F,26
381,51761,34M,26
382,51704,35F,26
383,51762,35M,26
384,51705,36F,26
385,51763,36M,26
386,51706,37F,26
387,51764,37M,26
388,51707,38F,26
389,51765,38M,26
390,51708,39F,26
391,51766,39M,26
392,51709,40F,26
393,51767,40M,26
394,51710,41F,26
395,51768,41M,26
396,51711,42F,26
397,51769,42M,26
398,51712,43F,26
399,51770,43M,26
400,51713,44F,26
401,51771,44M,26
402,51714,45F,26
403,51772,45M,26
404,51715,46F,26
405,51773,46M,26
406,51716,47F,26
407,51774,47M,26
408,51717,48F,26
409,51775,48M,26
410,51718,49F,26
411,51776,49M,26
412,51719,50F,26
413,51777,50M,26
414,51720,51F,26
415,51778,51M,26
416,51721,52F,26
417,51779,52M,26
418,51722,53F,26
419,51780,53M,26
420,51723,54F,26
421,51781,54M,26
422,51724,55F,26
423,51725,56F,26
424,51726,57F,26
425,51727,58F,26
426,51784,1F,27
427,51785,1M,27
428,51782,1F,28
429,51783,1M,28
430,51786,1F,29
431,51789,1M,29
432,51787,2F,29
433,51790,2M,29
434,51788,3F,29
435,52321,1F,30
436,52322,1M,30
437,52294,1F,31
438,52307,1M,31
439,52295,2F,31
440,52308,2M,31
441,52296,3F,31
442,52309,3M,31
443,52297,4F,31
444,52310,4M,31
445,52298,5F,31
446,52311,5M,31
447,52299,6F,31
448,52312,6M,31
449,52300,7F,31
450,52313,7M,31
451,52301,8F,31
452,52314,8M,31
453,52302,9F,31
454,52315,9M,31
455,52303,10F,31
456,52316,10M,31
457,52304,11F,31
458,52317,11M,31
459,52305,12F,31
460,52318,12M,31
461,52306,13F,31
462,52319,1F,32
463,52320,1M,32
464,51930,1F,33
465,51956,1M,33
466,51931,2F,33
467,51957,2M,33
468,51932,3F,33
469,51958,3M,33
470,51933,4F,33
471,51959,4M,33
472,51934,5F,33
473,51960,5M,33
474,51935,6F,33
475,51961,6M,33
476,51936,7F,33
477,51962,7M,33
478,51937,8F,33
479,51963,8M,33
480,51938,9F,33
481,51964,9M,33
482,51939,10F,33
483,51965,10M,33
484,51940,11F,33
485,51966,11M,33
486,51941,12F,33
487,51967,12M,33
488,51942,13F,33
489,51968,13M,33
490,51943,14F,33
491,51969,14M,33
492,51944,15F,33
493,51970,15M,33
494,51945,16F,33
495,51971,16M,33
496,51946,17F,33
497,51972,17M,33
498,51947,18F,33
499,51973,18M,33
500,51948,19F,33
501,51974,19M,33
502,51949,20F,33
503,51975,20M,33
504,51950,21F,33
505,51976,21M,33
506,51951,22F,33
507,51977,22M,33
508,51952,23F,33
509,51953,24F,33
510,51954,25F,33
511,51955,26F,33
512,51114,1F,34
513,51120,1M,34
514,51115,2F,34
515,51121,2M,34
516,51116,3F,34
517,51122,3M,34
518,51117,4F,34
519,51123,4M,34
520,51118,5F,34
521,51124,5M,34
522,51119,6F,34
523,51626,1F,35
524,51627,1M,35
525,51628,1F,36
526,51629,1M,36
527,51603,1F,37
528,51615,1M,37
529,51604,2F,37
530,51616,2M,37
531,51605,3F,37
532,51617,3M,37
533,51606,4F,37
534,51618,4M,37
535,51607,5F,37
536,51619,5M,37
537,51608,6F,37
538,51620,6M,37
539,51609,7F,37
540,51621,7M,37
541,51610,8F,37
542,51622,8M,37
543,51611,9F,37
544,51623,9M,37
545,51612,10F,37
546,51624,10M,37
547,51613,11F,37
548,51625,11M,37
549,51614,12F,37
550,51630,1F,38
551,51631,1M,38
552,51149,1F,39
553,51150,1M,39
554,51145,1F,40
555,51146,1M,40
556,51153,1F,41
557,51154,1M,41
558,51147,1F,42
559,51148,1M,42
560,51151,1F,43
561,51152,1M,43
562,51137,1F,44
563,51138,1M,44
564,51125,1F,45
565,51131,1M,45
566,51126,2F,45
567,51132,2M,45
568,51127,3F,45
569,51133,3M,45
570,51128,4F,45
571,51134,4M,45
572,51129,5F,45
573,51135,5M,45
574,51130,6F,45
575,51136,6M,45
576,51141,1F,46
577,51142,1M,46
578,51143,1F,47
579,51144,1M,47
580,51139,1F,48
581,51140,1M,48
582,51632,1F,49
583,51652,1M,49
584,51633,2F,49
585,51653,2M,49
586,51634,3F,49
587,51654,3M,49
588,51635,4F,49
589,51655,4M,49
590,51636,5F,49
591,51656,5M,49
592,51637,6F,49
593,51657,6M,49
594,51638,7F,49
595,51658,7M,49
596,51639,8F,49
597,51659,8M,49
598,51640,9F,49
599,51660,9M,49
600,51641,10F,49
601,51661,10M,49
602,51642,11F,49
603,51662,11M,49
604,51643,12F,49
605,51663,12M,49
606,51644,13F,49
607,51664,13M,49
608,51645,14F,49
609,51665,14M,49
610,51646,15F,49
611,51666,15M,49
612,51647,16F,49
613,51667,16M,49
614,51648,17F,49
615,51668,17M,49
616,51649,18F,49
617,51669,18M,49
618,51650,19F,49
619,51651,20F,49
620,51167,1F,50
621,51168,1M,50
622,51155,1F,51
623,51161,1M,51
624,51156,2F,51
625,51162,2M,51
626,51157,3F,51
627,51163,3M,51
628,51158,4F,51
629,51164,4M,51
630,51159,5F,51
631,51165,5M,51
632,51160,6F,51
633,51166,6M,51
634,51169,1F,52
635,51173,1M,52
636,51170,2F,52
637,51174,2M,52
638,51171,3F,52
639,51175,3M,52
640,51172,4F,52
641,51176,1F,53
642,51183,1M,53
643,51177,2F,53
644,51184,2M,53
645,51178,3F,53
646,51185,3M,53
647,51179,4F,53
648,51186,4M,53
649,51180,5F,53
650,51187,5M,53
651,51181,6F,53
652,51188,6M,53
653,51182,7F,53
654,51206,1F,54
655,51207,1M,54
656,51208,1F,55
657,51209,1M,55
658,51189,1F,56
659,51198,1M,56
660,51190,2F,56
661,51199,2M,56
662,51191,3F,56
663,51200,3M,56
664,51192,4F,56
665,51201,4M,56
666,51193,5F,56
667,51202,5M,56
668,51194,6F,56
669,51203,6M,56
670,51195,7F,56
671,51204,7M,56
672,51196,8F,56
673,51205,8M,56
674,51197,9F,56
675,51978,1F,57
676,51997,1M,57
677,51979,2F,57
678,51998,2M,57
679,51980,3F,57
680,51999,3M,57
681,51981,4F,57
682,52000,4M,57
683,51982,5F,57
684,52001,5M,57
685,51983,6F,57
686,52002,6M,57
687,51984,7F,57
688,52003,7M,57
689,51985,8F,57
690,52004,8M,57
691,51986,9F,57
692,52005,9M,57
693,51987,10F,57
694,52006,10M,57
695,51988,11F,57
696,52007,11M,57
697,51989,12F,57
698,52008,12M,57
699,51990,13F,57
700,52009,13M,57
701,51991,14F,57
702,52010,14M,57
703,51992,15F,57
704,52011,15M,57
705,51993,16F,57
706,51994,17F,57
707,51995,18F,57
708,51996,19F,57
709,51258,1F,58
710,51259,1M,58
711,51210,1F,59
712,51235,1M,59
713,51211,2F,59
714,51236,2M,59
715,51212,3F,59
716,51237,3M,59
717,51213,4F,59
718,51238,4M,59
719,51214,5F,59
720,51239,5M,59
721,51215,6F,59
722,51240,6M,59
723,51216,7F,59
724,51241,7M,59
725,51217,8F,59
726,51242,8M,59
727,51218,9F,59
728,51243,9M,59
729,51219,10F,59
730,51244,10M,59
731,51220,11F,59
732,51245,11M,59
733,51221,12F,59
734,51246,12M,59
735,51222,13F,59
736,51247,13M,59
737,51223,14F,59
738,51248,14M,59
739,51224,15F,59
740,51249,15M,59
741,51225,16F,59
742,51250,16M,59
743,51226,17F,59
744,51251,17M,59
745,51227,18F,59
746,51252,18M,59
747,51228,19F,59
748,51253,19M,59
749,51229,20F,59
750,51254,20M,59
751,51230,21F,59
752,51255,21M,59
753,51231,22F,59
754,51256,22M,59
755,51232,23F,59
756,51257,23M,59
757,51233,24F,59
758,51234,25F,59
759,52012,1F,60
760,52045,1M,60
761,52013,2F,60
762,52046,2M,60
763,52014,3F,60
764,52047,3M,60
765,52015,4F,60
766,52048,4M,60
767,52016,5F,60
768,52049,5M,60
769,52017,6F,60
770,52050,6M,60
771,52018,7F,60
772,52051,7M,60
773,52019,8F,60
774,52052,8M,60
775,52020,9F,60
776,52053,9M,60
777,52021,10F,60
778,52054,10M,60
779,52022,11F,60
780,52055,11M,60
781,52023,12F,60
782,52056,12M,60
783,52024,13F,60
784,52057,13M,60
785,52025,14F,60
786,52058,14M,60
787,52026,15F,60
788,52059,15M,60
789,52027,16F,60
790,52060,16M,60
791,52028,17F,60
792,52061,17M,60
793,52029,18F,60
794,52062,18M,60
795,52030,19F,60
796,52063,19M,60
797,52031,20F,60
798,52064,20M,60
799,52032,21F,60
800,52065,21M,60
801,52033,22F,60
802,52066,22M,60
803,52034,23F,60
804,52067,23M,60
805,52035,24F,60
806,52068,24M,60
807,52036,25F,60
808,52069,25M,60
809,52037,26F,60
810,52070,26M,60
811,52038,27F,60
812,52071,27M,60
813,52039,28F,60
814,52072,28M,60
815,52040,29F,60
816,52073,29M,60
817,52041,30F,60
818,52074,30M,60
819,52042,31F,60
820,52043,32F,60
821,52044,33F,60
822,52075,1F,61
823,52108,1M,61
824,52076,2F,61
825,52109,2M,61
826,52077,3F,61
827,52110,3M,61
828,52078,4F,61
829,52111,4M,61
830,52079,5F,61
831,52112,5M,61
832,52080,6F,61
833,52113,6M,61
834,52081,7F,61
835,52114,7M,61
836,52082,8F,61
837,52115,8M,61
838,52083,9F,61
839,52116,9M,61
840,52084,10F,61
841,52117,10M,61
842,52085,11F,61
843,52118,11M,61
844,52086,12F,61
845,52119,12M,61
846,52087,13F,61
847,52120,13M,61
848,52088,14F,61
849,52121,14M,61
850,52089,15F,61
851,52122,15M,61
852,52090,16F,61
853,52123,16M,61
854,52091,17F,61
855,52124,17M,61
856,52092,18F,61
857,52125,18M,61
858,52093,19F,61
859,52126,19M,61
860,52094,20F,61
861,52127,20M,61
862,52095,21F,61
863,52128,21M,61
864,52096,22F,61
865,52129,22M,61
866,52097,23F,61
867,52130,23M,61
868,52098,24F,61
869,52131,24M,61
870,52099,25F,61
871,52132,25M,61
872,52100,26F,61
873,52133,26M,61
874,52101,27F,61
875,52134,27M,61
876,52102,28F,61
877,52135,28M,61
878,52103,29F,61
879,52104,30F,61
880,52105,31F,61
881,52106,32F,61
882,52107,33F,61
883,51285,1F,62
884,51286,1M,62
885,51260,1F,63
886,51273,1M,63
887,51261,2F,63
888,51274,2M,63
889,51262,3F,63
890,51275,3M,63
891,51263,4F,63
892,51276,4M,63
893,51264,5F,63
894,51277,5M,63
895,51265,6F,63
896,51278,6M,63
897,51266,7F,63
898,51279,7M,63
899,51267,8F,63
900,51280,8M,63
901,51268,9F,63
902,51281,9M,63
903,51269,10F,63
904,51282,10M,63
905,51270,11F,63
906,51283,11M,63
907,51271,12F,63
908,51284,12M,63
909,51272,13F,63
910,52136,1F,64
911,52185,1M,64
912,52137,2F,64
913,52186,2M,64
914,52138,3F,64
915,52187,3M,64
916,52139,4F,64
917,52188,4M,64
918,52140,5F,64
919,52189,5M,64
920,52141,6F,64
921,52190,6M,64
922,52142,7F,64
923,52191,7M,64
924,52143,8F,64
925,52192,8M,64
926,52144,9F,64
927,52193,9M,64
928,52145,10F,64
929,52194,10M,64
930,52146,11F,64
931,52195,11M,64
932,52147,12F,64
933,52196,12M,64
934,52148,13F,64
935,52197,13M,64
936,52149,14F,64
937,52198,14M,64
938,52150,15F,64
939,52199,15M,64
940,52151,16F,64
941,52200,16M,64
942,52152,17F,64
943,52201,17M,64
944,52153,18F,64
945,52202,18M,64
946,52154,19F,64
947,52203,19M,64
948,52155,20F,64
949,52204,20M,64
950,52156,21F,64
951,52205,21M,64
952,52157,22F,64
953,52206,22M,64
954,52158,23F,64
955,52207,23M,64
956,52159,24F,64
957,52208,24M,64
958,52160,25F,64
959,52209,25M,64
960,52161,26F,64
961,52210,26M,64
962,52162,27F,64
963,52211,27M,64
964,52163,28F,64
965,52212,28M,64
966,52164,29F,64
967,52213,29M,64
968,52165,30F,64
969,52214,30M,64
970,52166,31F,64
971,52215,31M,64
972,52167,32F,64
973,52216,32M,64
974,52168,33F,64
975,52217,33M,64
976,52169,34F,64
977,52218,34M,64
978,52170,35F,64
979,52219,35M,64
980,52171,36F,64
981,52220,36M,64
982,52172,37F,64
983,52221,37M,64
984,52173,38F,64
985,52222,38M,64
986,52174,39F,64
987,52223,39M,64
988,52175,40F,64
989,52224,40M,64
990,52176,41F,64
991,52225,41M,64
992,52177,42F,64
993,52226,42M,64
994,52178,43F,64
995,52227,43M,64
996,52179,44F,64
997,52228,44M,64
998,52180,45F,64
999,52229,45M,64
1000,52181,46F,64
1001,52182,47F,64
1002,52183,48F,64
1003,52184,49F,64
1004,51287,1F,65
1005,51296,1M,65
1006,51288,2F,65
1007,51297,2M,65
1008,51289,3F,65
1009,51298,3M,65
1010,51290,4F,65
1011,51299,4M,65
1012,51291,5F,65
1013,51300,5M,65
1014,51292,6F,65
1015,51301,6M,65
1016,51293,7F,65
1017,51302,7M,65
1018,51294,8F,65
1019,51295,9F,65
1020,51336,1F,66
1021,51337,1M,66
1022,51334,1F,67
1023,51335,1M,67
1024,51303,1F,68
1025,51319,1M,68
1026,51304,2F,68
1027,51320,2M,68
1028,51305,3F,68
1029,51321,3M,68
1030,51306,4F,68
1031,51322,4M,68
1032,51307,5F,68
1033,51323,5M,68
1034,51308,6F,68
1035,51324,6M,68
1036,51309,7F,68
1037,51325,7M,68
1038,51310,8F,68
1039,51326,8M,68
1040,51311,9F,68
1041,51327,9M,68
1042,51312,10F,68
1043,51328,10M,68
1044,51313,11F,68
1045,51329,11M,68
1046,51314,12F,68
1047,51330,12M,68
1048,51315,13F,68
1049,51331,13M,68
1050,51316,14F,68
1051,51332,14M,68
1052,51317,15F,68
1053,51333,15M,68
1054,51318,16F,68
1055,51350,1F,69
1056,51351,1M,69
1057,51348,1F,70
1058,51349,1M,70
1059,51338,1F,71
1060,51343,1M,71
1061,51339,2F,71
1062,51344,2M,71
1063,51340,3F,71
1064,51345,3M,71
1065,51341,4F,71
1066,51346,4M,71
1067,51342,5F,71
1068,51347,5M,71
1069,51379,1F,72
1070,51380,1M,72
1071,51381,1F,73
1072,51382,1M,73
1073,51352,1F,74
1074,51367,1M,74
1075,51353,2F,74
1076,51368,2M,74
1077,51354,3F,74
1078,51369,3M,74
1079,51355,4F,74
1080,51370,4M,74
1081,51356,5F,74
1082,51371,5M,74
1083,51357,6F,74
1084,51372,6M,74
1085,51358,7F,74
1086,51373,7M,74
1087,51359,8F,74
1088,51374,8M,74
1089,51360,9F,74
1090,51375,9M,74
1091,51361,10F,74
1092,51376,10M,74
1093,51362,11F,74
1094,51377,11M,74
1095,51363,12F,74
1096,51378,12M,74
1097,51364,13F,74
1098,51365,14F,74
1099,51366,15F,74
1100,52230,1F,75
1101,52264,1M,75
1102,52231,2F,75
1103,52265,2M,75
1104,52232,3F,75
1105,52266,3M,75
1106,52233,4F,75
1107,52267,4M,75
1108,52234,5F,75
1109,52268,5M,75
1110,52235,6F,75
1111,52269,6M,75
1112,52236,7F,75
1113,52270,7M,75
1114,52237,8F,75
1115,52271,8M,75
1116,52238,9F,75
1117,52272,9M,75
1118,52239,10F,75
1119,52273,10M,75
1120,52240,11F,75
1121,52274,11M,75
1122,52241,12F,75
1123,52275,12M,75
1124,52242,13F,75
1125,52276,13M,75
1126,52243,14F,75
1127,52277,14M,75
1128,52244,15F,75
1129,52278,15M,75
1130,52245,16F,75
1131,52279,16M,75
1132,52246,17F,75
1133,52280,17M,75
1134,52247,18F,75
1135,52281,18M,75
1136,52248,19F,75
1137,52282,19M,75
1138,52249,20F,75
1139,52283,20M,75
1140,52250,21F,75
1141,52284,21M,75
1142,52251,22F,75
1143,52285,22M,75
1144,52252,23F,75
1145,52286,23M,75
1146,52253,24F,75
1147,52287,24M,75
1148,52254,25F,75
1149,52288,25M,75
1150,52255,26F,75
1151,52289,26M,75
1152,52256,27F,75
1153,52290,27M,75
1154,52257,28F,75
1155,52291,28M,75
1156,52258,29F,75
1157,52292,29M,75
1158,52259,30F,75
1159,52293,30M,75
1160,52260,31F,75
1161,52261,32F,75
1162,52262,33F,75
1163,52263,34F,75
1164,51409,1F,76
1165,51410,1M,76
1166,51383,1F,77
1167,51396,1M,77
1168,51384,2F,77
1169,51397,2M,77
1170,51385,3F,77
1171,51398,3M,77
1172,51386,4F,77
1173,51399,4M,77
1174,51387,5F,77
1175,51400,5M,77
1176,51388,6F,77
1177,51401,6M,77
1178,51389,7F,77
1179,51402,7M,77
1180,51390,8F,77
1181,51403,8M,77
1182,51391,9F,77
1183,51404,9M,77
1184,51392,10F,77
1185,51405,10M,77
1186,51393,11F,77
1187,51406,11M,77
1188,51394,12F,77
1189,51395,13F,77
1190,51407,1F,78
1191,51408,1M,78
1192,51791,1F,79
1193,51824,1M,79
1194,51792,2F,79
1195,51825,2M,79
1196,51793,3F,79
1197,51826,3M,79
1198,51794,4F,79
1199,51827,4M,79
1200,51795,5F,79
1201,51828,5M,79
1202,51796,6F,79
1203,51829,6M,79
1204,51797,7F,79
1205,51830,7M,79
1206,51798,8F,79
1207,51831,8M,79
1208,51799,9F,79
1209,51832,9M,79
1210,51800,10F,79
1211,51833,10M,79
1212,51801,11F,79
1213,51834,11M,79
1214,51802,12F,79
1215,51835,12M,79
1216,51803,13F,79
1217,51836,13M,79
1218,51804,14F,79
1219,51837,14M,79
1220,51805,15F,79
1221,51838,15M,79
1222,51806,16F,79
1223,51839,16M,79
1224,51807,17F,79
1225,51840,17M,79
1226,51808,18F,79
1227,51841,18M,79
1228,51809,19F,79
1229,51842,19M,79
1230,51810,20F,79
1231,51843,20M,79
1232,51811,21F,79
1233,51844,21M,79
1234,51812,22F,79
1235,51845,22M,79
1236,51813,23F,79
1237,51846,23M,79
1238,51814,24F,79
1239,51847,24M,79
1240,51815,25F,79
1241,51848,25M,79
1242,51816,26F,79
1243,51849,26M,79
1244,51817,27F,79
1245,51850,27M,79
1246,51818,28F,79
1247,51851,28M,79
1248,51819,29F,79
1249,51852,29M,79
1250,51820,30F,79
1251,51821,31F,79
1252,51822,32F,79
1253,51823,33F,79
1254,51853,1F,80
1255,51855,1M,80
1256,51854,2F,80
1257,51856,2M,80
1258,51857,3M,80
1259,90921,1F,81
1260,90922,1M,81
1261,51411,1F,82
1262,51421,1M,82
1263,51412,2F,82
1264,51422,2M,82
1265,51413,3F,82
1266,51423,3M,82
1267,51414,4F,82
1268,51424,4M,82
1269,51415,5F,82
1270,51425,5M,82
1271,51416,6F,82
1272,51426,6M,82
1273,51417,7F,82
1274,51427,7M,82
1275,51418,8F,82
1276,51428,8M,82
1277,51419,9F,82
1278,51420,10F,82
1279,51472,1F,83
1280,51474,1M,83
1281,51473,2F,83
1282,51475,1F,84
1283,51476,1M,84
1284,51429,1F,85
1285,51452,1M,85
1286,51430,2F,85
1287,51453,2M,85
1288,51431,3F,85
1289,51454,3M,85
1290,51432,4F,85
1291,51455,4M,85
1292,51433,5F,85
1293,51456,5M,85
1294,51434,6F,85
1295,51457,6M,85
1296,51435,7F,85
1297,51458,7M,85
1298,51436,8F,85
1299,51459,8M,85
1300,51437,9F,85
1301,51460,9M,85
1302,51438,10F,85
1303,51461,10M,85
1304,51439,11F,85
1305,51462,11M,85
1306,51440,12F,85
1307,51463,12M,85
1308,51441,13F,85
1309,51464,13M,85
1310,51442,14F,85
1311,51465,14M,85
1312,51443,15F,85
1313,51466,15M,85
1314,51444,16F,85
1315,51467,16M,85
1316,51445,17F,85
1317,51468,17M,85
1318,51446,18F,85
1319,51469,18M,85
1320,51447,19F,85
1321,51470,19M,85
1322,51448,20F,85
1323,51471,20M,85
1324,51449,21F,85
1325,51450,22F,85
1326,51451,23F,85
1327,51477,1F,86
1328,51484,1M,86
1329,51478,2F,86
1330,51485,2M,86
1331,51479,3F,86
1332,51486,3M,86
1333,51480,4F,86
1334,51487,4M,86
1335,51481,5F,86
1336,51488,5M,86
1337,51482,6F,86
1338,51489,6M,86
1339,51483,7F,86
1340,51928,1F,87
1341,51929,1M,87
1342,51858,1F,88
1343,51895,1M,88
1344,51859,2F,88
1345,51896,2M,88
1346,51860,3F,88
1347,51897,3M,88
1348,51861,4F,88
1349,51898,4M,88
1350,51862,5F,88
1351,51899,5M,88
1352,51863,6F,88
1353,51900,6M,88
1354,51864,7F,88
1355,51901,7M,88
1356,51865,8F,88
1357,51902,8M,88
1358,51866,9F,88
1359,51903,9M,88
1360,51867,10F,88
1361,51904,10M,88
1362,51868,11F,88
