id,cand_1,cand_2,cand_3,cand_4,cand_5,cand_6,cand_7,cand_8,cand_9,cand_10,cand_11,cand_12,cand_13,cand_14,cand_15,cand_16,total_suf,blanco,nulo,juntaId
14392,125,1,5,3,0,27,1,1,14,0,2,34,8,2,0,4,268,11,30,24742
14404,142,1,3,4,0,50,2,0,11,1,0,29,5,2,0,5,288,7,26,24743
14416,144,0,5,5,0,28,0,0,11,0,2,37,6,3,0,8,275,8,18,24744
14428,94,0,3,3,0,44,3,1,15,0,0,59,9,2,1,5,269,4,26,24745
14440,168,1,0,6,0,29,2,0,10,1,0,30,10,4,1,8,294,5,19,24746
14452,89,1,4,2,0,45,6,2,8,0,0,48,9,2,0,4,254,3,31,24747
14466,137,2,2,9,0,28,3,1,9,0,0,45,14,3,0,2,285,7,23,24748
14478,102,0,3,2,0,50,5,1,5,0,0,53,6,2,0,4,267,1,33,24749
14489,119,2,4,9,0,56,3,0,7,0,1,38,9,4,0,2,267,3,10,24750
14502,93,1,2,3,0,39,1,0,10,1,0,40,8,4,1,2,234,2,27,24751
14514,146,3,2,6,0,49,1,0,15,0,1,34,5,1,0,2,295,6,24,24752
14527,98,0,4,1,2,46,5,0,10,0,2,40,9,2,1,6,254,4,24,24753
14539,112,2,2,9,0,38,2,0,11,0,1,50,6,1,1,3,261,9,14,24754
14551,83,1,4,2,0,38,11,1,12,1,1,59,9,2,0,2,272,8,38,24755
14561,130,0,0,7,0,45,2,1,3,0,2,47,10,3,0,3,273,0,20,24756
14574,104,0,2,1,1,48,0,1,14,0,1,56,7,3,0,3,275,1,33,24757
14586,99,1,4,4,1,52,6,2,7,0,0,62,8,3,0,1,266,0,16,24758
14607,104,1,2,4,0,51,5,0,11,0,0,51,5,4,0,3,268,4,23,24759
14619,114,1,3,8,1,41,2,0,9,1,0,55,14,1,0,3,278,3,22,24760
14632,116,0,1,4,0,51,2,2,13,0,1,42,12,3,0,3,280,9,21,24761
14644,134,1,3,3,1,40,0,1,17,0,2,46,10,2,1,1,279,1,16,24762
14657,106,0,3,1,0,43,2,0,11,0,1,52,8,3,0,4,269,4,31,24763
14659,124,0,0,6,2,40,0,2,11,0,1,38,16,1,0,5,265,3,16,24764
14671,107,1,3,4,0,28,1,1,10,0,1,27,10,1,0,4,243,7,37,24765
13048,110,3,4,6,3,28,0,0,58,1,2,41,3,4,0,8,321,23,27,14360
13059,115,4,4,13,3,24,3,2,42,1,1,38,0,1,0,12,321,36,22,14361
13073,108,4,1,4,1,36,2,2,61,0,3,52,3,6,0,3,334,15,33,14362
13080,112,4,2,8,4,23,2,1,69,0,3,41,1,3,0,11,327,29,12,14363
13091,108,2,2,8,2,22,2,1,72,0,2,42,5,0,0,9,329,20,29,14364
13106,129,3,1,15,1,22,3,0,55,0,1,46,4,1,0,6,315,9,19,14365
13120,98,5,7,14,2,21,3,3,63,1,4,57,4,3,2,10,354,19,38,14366
13129,143,3,1,17,1,18,2,0,32,2,1,41,3,0,3,12,317,15,23,14367
13140,64,6,4,16,4,15,1,2,39,0,1,45,4,2,1,4,239,16,15,14368
13153,73,1,9,10,1,39,3,1,19,2,2,108,4,4,0,4,312,2,31,14369
13165,90,2,13,10,0,34,3,1,27,1,0,91,5,1,0,0,316,13,25,14370
13176,90,3,10,14,0,38,7,0,21,1,0,83,1,0,0,4,313,4,37,14371
13187,100,1,7,18,3,29,4,1,17,0,0,82,1,5,3,4,308,2,31,14372
13193,77,2,17,14,1,33,5,0,30,1,1,74,2,4,0,1,309,6,41,14373
13211,85,2,6,16,0,29,7,2,32,1,1,79,2,1,1,1,309,5,38,14374
14041,39,1,3,1,1,31,12,6,20,0,0,132,0,2,0,0,260,1,11,28715
14054,58,1,2,3,0,43,8,4,21,5,119,0,2,2,2,0,277,1,7,28716
14066,30,0,2,0,1,20,8,1,24,1,0,145,1,3,0,1,247,1,9,28717
14077,39,3,0,1,0,27,6,3,36,0,0,128,0,4,0,0,269,4,17,28718
14091,36,2,4,1,0,35,13,2,15,0,2,125,0,1,1,1,258,1,19,28719
14107,42,4,4,4,0,27,6,2,29,0,2,118,1,1,0,0,259,4,13,28720
14118,28,1,0,0,0,30,7,3,17,0,1,144,0,4,0,0,250,0,15,28721
14129,46,2,1,3,0,31,10,2,18,1,1,134,1,1,1,2,265,0,11,28722
14140,44,3,1,0,0,29,8,4,23,0,0,109,1,2,1,1,240,2,12,28723
14153,28,1,4,1,2,37,7,4,20,2,0,113,0,3,0,1,235,1,11,28724
14169,54,2,2,3,0,34,9,3,19,1,0,105,1,1,0,3,254,4,13,28725
14180,46,0,1,2,1,32,6,1,25,0,0,111,0,2,0,1,247,0,19,28726
14191,27,0,4,3,0,29,6,2,20,0,0,135,1,0,0,1,243,0,15,28727
14205,45,2,0,5,0,32,9,4,23,0,0,116,1,0,2,0,251,1,11,28728
14218,35,1,3,0,0,29,14,2,9,0,0,145,1,3,1,2,258,0,13,28729
14227,46,2,0,2,0,32,3,2,25,0,0,131,0,1,2,0,261,1,14,28730
14241,32,2,2,1,0,41,2,2,18,0,0,115,3,0,1,1,231,1,10,28731
14254,33,3,3,2,0,26,3,4,19,1,1,149,0,1,1,0,259,3,10,28732
14265,26,0,2,1,0,29,9,6,14,0,0,142,0,1,0,2,251,3,16,28733
14279,45,1,4,1,0,31,10,3,19,0,0,133,0,2,0,2,268,4,13,28734
14290,30,1,1,1,0,25,7,3,17,0,0,146,1,1,1,1,244,1,8,28735
14302,39,2,3,1,0,28,5,4,8,0,1,123,1,3,0,2,243,1,22,28736
14316,31,3,1,0,0,31,11,4,11,0,0,116,0,0,0,0,226,1,17,28737
14329,40,2,0,1,0,29,10,1,15,0,1,140,1,2,0,2,254,1,9,28738
14341,36,1,4,0,0,33,5,1,19,1,1,134,0,1,1,1,265,2,25,28739
14358,44,4,1,3,1,28,5,4,19,0,1,135,1,0,0,1,263,1,15,28740
14370,35,1,1,0,0,23,4,1,12,0,1,133,1,0,0,3,232,2,14,28741
14382,64,1,1,2,0,36,4,2,16,1,1,116,0,1,0,1,269,2,20,28742
14394,49,1,3,0,1,38,10,3,19,0,0,80,1,2,2,2,237,2,24,28743
14405,53,8,1,0,0,47,7,0,48,0,0,73,4,2,0,2,274,7,22,28744
14418,45,3,2,1,0,41,9,2,19,1,1,99,0,5,0,1,262,4,29,28745
14430,40,2,1,1,0,35,4,5,16,1,0,111,0,1,0,1,242,3,20,28746
14441,49,5,2,1,0,38,5,4,17,0,1,112,0,0,1,0,255,0,20,28747
14453,61,4,0,3,0,32,12,0,17,1,0,115,0,2,1,0,269,4,17,28748
14468,42,1,6,0,0,23,8,2,21,0,0,127,0,0,1,2,254,1,20,28749
14481,36,1,1,5,0,23,6,4,18,0,1,130,0,2,0,0,245,0,18,28750
14493,13,1,1,2,0,42,6,4,18,0,1,124,0,2,0,3,233,1,15,28751
14505,58,2,1,1,1,33,8,1,27,1,1,111,0,2,0,1,266,3,15,28752
14516,42,1,2,0,0,29,6,3,28,2,0,102,0,1,1,1,235,5,12,28753
14526,53,6,1,1,0,35,11,4,27,0,1,2,102,1,0,2,261,5,12,28754
14538,36,1,1,4,0,36,6,2,18,0,0,113,4,3,1,1,246,6,14,28755
14550,46,2,0,3,0,40,9,1,22,0,0,117,1,6,0,1,270,2,20,28756
14563,25,3,4,4,0,38,7,2,12,0,0,157,0,1,0,1,272,1,16,28757
14579,55,1,1,2,0,42,8,2,19,0,0,92,2,4,0,1,260,2,30,28758
14591,40,2,1,1,0,31,5,1,11,1,1,147,1,3,1,1,265,1,17,28759
14605,45,1,1,3,0,40,7,5,26,1,0,129,0,2,0,2,281,3,16,28760
14617,32,2,3,0,0,44,5,5,13,0,0,146,0,0,0,1,266,3,12,28761
14629,48,1,1,1,0,35,2,4,10,1,1,147,1,1,2,1,277,1,20,28762
14641,40,0,3,1,0,38,8,4,9,1,0,152,0,1,0,0,267,0,10,28763
14655,47,2,2,3,0,36,5,3,14,0,0,144,1,1,0,1,271,0,13,28764
14668,35,0,2,2,0,35,7,2,13,0,1,141,0,1,0,0,260,1,20,28765
14681,37,1,2,3,0,36,4,4,11,0,1,148,2,1,0,0,263,2,11,28766
14691,27,2,2,1,0,25,5,0,8,0,0,126,0,1,0,0,213,0,14,28767
14705,39,0,0,1,0,45,7,2,18,0,0,154,0,2,0,1,278,2,7,28768
14716,13,1,1,0,0,9,4,0,9,0,0,53,0,2,0,0,97,0,5,28769
13049,110,2,4,9,3,45,5,1,13,2,0,44,3,1,0,9,276,4,21,13558
13058,104,0,9,4,0,51,1,0,22,0,0,38,2,3,0,3,270,2,31,13559
13072,85,3,4,7,1,36,2,0,27,1,2,54,0,1,0,2,249,3,21,13560
13079,117,0,11,4,0,47,3,0,23,0,1,30,8,1,0,7,281,1,28,13561
13092,93,7,6,10,0,33,3,2,13,1,1,51,2,3,0,4,258,1,27,13562
13108,94,2,7,4,1,36,2,1,19,0,2,62,1,3,0,3,272,9,26,13563
13119,91,1,10,15,0,37,0,0,19,0,2,49,2,1,0,2,271,8,33,13564
13134,103,3,10,0,0,33,0,1,19,0,0,45,3,1,1,5,286,8,54,13565
13164,109,3,8,13,1,24,2,1,9,0,0,65,2,1,0,5,263,4,16,13566
13180,95,1,14,5,0,41,2,3,9,0,0,52,3,7,0,0,277,6,39,13567
13188,100,2,4,12,1,37,1,2,18,0,0,45,2,1,3,4,264,4,28,13568
13204,119,1,12,3,2,25,0,4,20,0,0,45,2,1,1,4,264,1,25,13569
14052,141,4,1,4,0,25,0,0,14,1,0,35,0,3,0,8,269,11,22,16420
14064,146,9,3,5,0,25,3,1,20,0,1,31,2,0,0,6,311,25,35,16421
14075,126,2,1,9,2,18,1,0,21,0,1,51,0,1,0,9,278,7,29,16422
14090,121,5,8,5,0,37,0,0,33,1,1,23,3,1,0,5,285,14,28,16423
14102,151,11,1,3,2,29,1,0,20,0,1,34,0,2,0,9,296,11,21,16424
14117,149,2,1,3,3,24,0,1,15,1,0,38,0,0,0,6,289,19,27,16425
14130,146,3,0,4,2,12,1,1,11,0,0,43,0,3,1,7,285,18,33,16426
14142,145,1,6,1,2,24,2,1,18,1,1,26,2,0,0,15,309,6,58,16427
14155,140,5,3,8,2,30,1,0,20,0,0,35,1,1,0,10,286,11,18,16428
14163,126,5,2,4,0,20,0,0,31,2,1,35,0,3,2,11,304,22,40,16429
14193,157,6,0,1,1,18,2,1,17,1,1,36,1,0,2,3,284,17,20,16430
14201,127,4,4,1,1,36,0,1,18,0,2,39,1,2,0,12,311,17,46,16431
14213,144,7,1,5,2,18,1,2,11,0,2,38,3,2,0,7,295,16,36,16432
14228,159,7,1,4,1,18,0,0,13,0,4,33,1,2,0,2,293,18,32,16433
14243,125,4,1,8,0,20,3,0,21,1,2,39,1,2,0,9,280,15,29,16434
14255,143,3,0,3,1,23,2,1,21,0,0,40,1,5,0,12,313,13,45,16435
14269,123,4,6,7,1,28,1,0,23,0,0,36,0,3,0,7,287,14,34,16436
14281,137,3,5,4,0,29,1,3,24,0,1,26,2,1,0,6,300,17,41,16437
14292,142,6,2,9,1,27,1,0,13,0,1,30,1,1,1,11,295,16,33,16438
14306,142,4,6,1,1,29,3,0,20,1,0,29,0,3,0,9,300,16,36,16439
14320,159,1,0,5,1,20,2,0,10,2,0,38,3,1,0,11,299,13,33,16440
14332,144,6,2,2,1,27,0,4,16,0,0,26,3,2,0,10,297,14,40,16441
14349,139,3,3,7,2,31,0,1,14,0,1,39,1,1,0,6,301,14,39,16442
14361,156,4,2,1,0,30,3,1,20,0,0,28,1,1,2,9,313,18,37,16443
14375,143,6,2,11,1,25,0,0,10,0,3,35,3,1,0,3,290,11,36,16444
14386,138,2,3,6,1,30,1,1,9,0,0,36,5,3,0,5,294,14,40,16445
14400,152,1,2,5,1,17,1,0,6,0,0,34,0,2,0,4,271,14,34,16446
14412,164,3,5,1,0,26,0,0,23,0,1,18,2,1,0,5,312,19,44,16447
14424,165,5,0,7,1,12,0,0,26,0,1,38,3,1,0,9,307,21,18,16448
14436,130,6,3,3,0,24,0,0,18,1,0,24,2,1,2,4,283,16,49,16449
14448,152,2,6,5,2,18,1,1,16,0,2,37,0,0,1,5,290,18,26,16450
14460,140,1,4,1,1,38,1,0,16,0,2,29,2,3,0,10,295,16,31,16451
14472,162,8,5,4,0,14,2,0,24,2,0,26,1,2,0,3,297,6,36,16452
14483,144,1,3,8,0,30,0,1,21,0,1,33,1,0,0,7,306,13,43,16453
14494,149,7,2,5,2,15,2,1,18,3,1,28,2,2,1,2,292,22,29,16454
14506,148,3,0,6,1,19,0,1,12,0,2,36,2,0,0,10,297,15,42,16455
14520,150,3,2,6,1,15,1,1,18,0,1,20,2,3,0,8,286,22,32,16456
14533,159,2,1,4,1,28,0,0,14,0,1,29,1,2,2,6,302,11,41,16457
14546,143,5,4,10,1,27,1,0,15,0,1,37,0,1,1,7,299,13,33,16458
14558,121,3,4,5,1,28,2,0,27,1,1,35,0,1,1,3,293,21,38,16459
14570,150,6,0,3,1,24,0,1,18,2,1,29,3,0,1,4,286,15,28,16460
14582,137,5,3,3,1,27,1,0,22,0,2,30,2,2,0,12,297,13,37,16461
14594,161,2,1,9,1,20,1,1,20,0,0,35,5,0,0,0,293,15,23,16462
14599,130,5,3,3,2,28,0,2,19,0,1,36,0,1,0,11,296,9,46,16463
14611,170,1,3,4,1,25,0,1,16,0,0,0,2,3,0,10,274,13,25,16464
14623,134,7,5,6,1,24,1,2,17,0,1,37,0,2,0,6,299,13,43,16465
14634,139,7,0,2,3,23,1,0,17,0,1,26,2,1,0,0,270,18,30,16466
14646,122,4,3,3,2,35,3,1,20,0,0,43,3,1,0,5,302,18,39,16467
14661,150,3,2,4,1,23,1,1,24,0,0,35,0,1,0,9,289,8,27,16468
14672,144,8,3,6,1,19,1,0,19,0,0,35,5,3,0,5,307,26,32,16469
14684,146,5,4,6,0,22,0,1,18,2,0,35,0,0,2,6,291,15,29,16470
14709,157,1,3,4,0,27,2,0,20,0,1,26,0,1,0,7,299,21,29,16471
14719,133,2,2,6,2,27,0,1,21,2,1,25,1,3,1,14,286,18,27,16472
14730,139,9,2,1,0,23,1,2,24,2,2,28,1,0,0,9,301,22,36,16473
14744,127,5,2,3,0,28,2,0,20,3,1,43,0,3,0,2,284,9,36,16474
14760,157,6,1,4,0,13,3,4,22,0,1,21,2,2,0,4,289,6,43,16475
14769,142,9,2,6,2,18,0,0,22,0,2,31,1,0,0,6,294,39,14,16476
14785,63,3,14,8,0,23,1,1,31,1,1,84,0,1,1,3,269,4,30,14498
13060,201,9,2,4,2,6,1,2,13,0,1,20,2,1,0,8,304,9,23,16341
13067,195,3,2,3,0,24,0,0,9,0,1,22,0,4,0,6,319,17,33,16342
13083,193,4,1,5,1,3,2,1,12,1,1,22,1,0,0,7,320,35,31,16343
13097,182,4,2,3,12,2,1,1,19,1,1,22,1,0,0,12,317,22,35,16344
13109,190,9,1,1,2,11,0,1,15,1,0,15,1,4,0,9,319,28,31,16345
13122,171,4,5,5,2,18,1,0,12,1,1,10,0,5,0,6,298,22,35,16346
13132,194,5,2,9,0,11,0,1,10,0,3,26,4,2,0,2,314,12,33,16347
13143,175,1,1,2,1,16,2,1,8,0,0,18,1,2,2,16,285,18,21,16348
13154,168,11,2,7,0,15,2,0,12,1,1,24,4,0,1,10,306,13,35,16349
13169,185,10,1,2,1,8,1,1,3,2,1,15,3,0,1,10,323,19,60,16350
13181,186,6,1,5,1,7,1,0,7,0,2,19,0,3,0,7,319,23,51,16351
13191,141,5,2,0,0,7,1,0,7,1,1,20,3,0,0,13,280,27,52,16352
13202,183,10,3,2,2,2,0,1,8,3,2,30,1,0,0,14,332,31,40,16353
14057,41,2,1,3,0,67,19,0,72,2,0,56,0,1,1,3,307,6,32,18466
14069,52,5,0,5,0,72,15,1,39,1,1,67,1,1,1,1,291,7,21,18467
14079,56,2,1,2,0,70,12,3,52,1,0,45,1,0,0,4,277,5,23,18468
14084,9,1,0,0,0,9,4,0,13,0,1,13,1,0,0,0,57,2,4,18469
14096,105,5,1,1,0,23,1,1,54,2,1,12,1,1,0,4,274,21,41,18470
14109,102,11,1,2,1,17,2,2,40,0,0,21,2,2,0,2,267,18,44,18471
14121,127,7,1,1,1,13,7,0,23,1,0,24,0,1,0,5,274,20,42,18472
14133,82,4,0,3,0,16,3,1,31,0,1,37,0,2,0,5,250,23,42,18473
14145,102,5,0,4,2,37,4,2,53,2,0,20,1,1,0,9,282,10,30,18474
14157,97,8,0,4,0,26,3,1,43,2,1,23,0,0,1,5,265,18,33,18475
14168,19,1,0,0,0,6,0,0,9,0,0,9,0,0,0,0,51,1,6,18476
14174,61,3,2,4,0,16,1,0,28,0,1,19,0,0,0,4,175,8,28,18477
14182,25,1,0,1,0,2,0,1,5,1,0,2,0,0,0,3,74,15,18,18478
14194,19,0,1,1,1,6,0,0,8,1,0,6,0,0,0,1,59,4,11,18479
14206,78,2,7,2,2,63,22,3,48,1,0,21,0,3,0,5,292,11,24,18480
14214,65,4,1,3,0,60,19,2,41,0,1,44,0,2,1,2,297,22,29,18481
14224,65,2,0,1,2,72,16,2,54,0,0,33,1,4,0,7,293,3,31,18482
14235,74,5,1,5,1,64,8,4,40,1,0,35,1,5,1,4,295,9,37,18483
14246,79,3,0,1,0,72,12,1,36,1,0,33,1,3,1,7,300,10,40,18484
14258,73,0,0,3,1,66,6,3,49,2,1,32,1,7,1,4,286,14,23,18485
14270,77,4,3,2,0,75,15,3,34,0,0,29,2,7,0,3,294,11,29,18486
14282,67,5,1,3,0,52,6,3,43,0,1,49,0,4,0,1,288,15,37,18487
14294,73,2,2,1,1,72,9,2,44,0,0,28,1,3,1,2,296,13,43,18488
14303,79,2,2,3,0,52,7,3,60,0,2,32,1,5,0,3,283,8,24,18489
14313,74,1,3,3,0,76,24,2,42,1,2,27,3,5,0,4,302,4,31,18490
14324,63,5,1,2,1,53,9,5,56,0,2,34,2,1,0,2,281,8,36,18491
14334,66,4,1,1,0,70,17,3,41,1,2,33,0,2,0,2,282,8,32,18492
14352,64,3,1,5,1,54,12,3,35,0,1,38,0,1,0,1,258,7,32,18493
14363,65,1,0,2,0,84,21,4,35,0,0,30,2,1,1,2,298,14,36,18494
14373,76,2,2,2,2,49,10,2,58,0,1,39,0,0,0,1,282,10,28,18495
14385,76,5,3,4,0,60,15,2,52,1,1,28,2,7,0,4,305,11,34,18496
14396,69,7,1,4,0,55,8,3,62,0,2,33,1,0,0,4,286,10,27,18497
14407,65,1,5,2,1,76,16,2,59,1,0,32,1,6,1,1,303,8,26,18498
14417,65,6,0,2,0,63,12,3,44,1,2,42,2,0,0,4,287,13,28,18499
14429,67,4,2,2,0,72,16,1,48,1,1,26,0,2,2,3,280,6,26,18500
14447,68,4,3,3,0,47,11,4,36,3,0,33,1,2,0,6,276,16,39,18501
14458,82,0,1,1,0,71,16,1,39,0,1,32,0,5,0,4,295,4,38,18502
14469,65,1,1,3,3,55,9,4,50,1,3,43,1,1,0,4,287,8,35,18503
14480,72,1,3,1,0,80,19,4,58,0,0,20,0,1,0,3,296,4,30,18504
14490,49,2,2,0,0,37,12,0,25,0,0,26,0,1,1,4,188,6,23,18505
14501,75,4,2,2,0,68,21,1,61,0,1,37,0,8,0,1,311,5,26,18506
14511,69,5,3,3,2,58,11,2,69,1,0,38,1,1,1,8,308,7,29,18507
14521,76,2,2,1,1,60,17,2,79,0,1,30,3,3,0,1,305,10,17,18508
14531,64,4,0,3,0,66,15,3,75,0,2,37,0,2,0,6,296,3,16,18509
14543,53,3,4,4,0,65,22,2,65,1,0,37,1,2,1,4,311,14,35,18510
14555,65,3,1,3,3,58,12,0,82,1,1,28,1,6,0,5,300,10,21,18511
14568,72,6,0,5,2,59,15,1,76,0,0,31,2,3,0,4,318,14,28,18512
14577,51,4,0,3,1,51,5,1,35,1,1,33,0,2,1,3,217,5,20,18513
14583,102,5,1,2,7,41,13,3,39,1,1,22,0,1,0,10,297,14,35,18514
14595,73,11,0,2,0,40,11,6,50,0,0,38,1,0,1,4,284,7,40,18515
14602,97,2,1,2,3,27,6,5,69,1,2,19,3,3,2,10,309,12,45,18516
14615,78,9,0,5,0,19,4,1,91,1,0,16,0,2,1,10,298,13,48,18517
14633,71,9,0,0,2,45,11,3,72,0,0,30,2,3,0,1,301,11,39,18518
14645,84,9,0,1,0,35,15,2,87,1,2,24,2,1,2,4,311,14,28,18519
14656,77,4,2,1,0,34,8,2,70,0,3,27,1,2,0,5,292,18,38,18520
14662,84,6,3,1,1,38,9,4,65,1,0,30,0,1,2,5,299,7,42,18521
14673,94,5,1,0,0,17,8,1,73,2,0,14,0,3,0,3,299,19,58,18522
13068,68,3,9,5,0,23,4,1,24,0,2,92,2,4,0,2,265,3,22,15346
13082,70,1,7,20,0,19,3,0,25,1,0,101,0,2,0,1,274,1,23,15347
13094,63,4,9,4,1,24,3,2,18,1,0,101,1,4,1,5,265,1,23,15348
13105,59,1,3,9,1,13,1,0,17,2,0,61,1,1,0,0,187,2,16,15349
13121,40,3,11,8,0,29,4,0,18,0,0,112,2,5,0,2,268,5,29,15350
13133,42,4,11,4,0,22,1,1,14,1,1,79,1,1,0,1,205,0,22,15351
13142,66,2,5,10,1,21,3,0,38,0,0,77,0,2,2,0,277,3,47,15352
13149,75,4,4,12,0,29,4,2,24,0,1,79,4,3,0,3,264,4,16,15353
13160,189,1,3,1,1,8,1,0,26,2,2,21,2,3,0,13,335,30,32,15354
13178,223,1,0,7,1,1,0,0,35,1,1,17,0,1,0,4,335,20,23,15355
13186,117,0,1,2,1,5,2,0,21,0,1,13,3,0,0,3,222,17,36,15356
13196,114,0,0,1,1,4,1,0,15,0,0,14,1,0,1,1,178,12,13,15357
13208,103,2,7,4,0,32,2,0,53,2,0,54,3,3,0,2,305,7,30,15358
14061,92,7,15,12,0,27,1,2,15,2,1,71,2,2,1,5,279,7,17,14441
14073,71,0,11,12,0,21,0,1,15,0,0,66,0,3,0,7,252,12,33,14442
14085,98,3,10,10,0,32,0,0,16,1,1,64,1,3,0,5,269,10,15,14443
14101,69,0,16,11,0,22,1,1,20,0,1,102,1,5,0,4,282,8,21,14444
14112,83,1,13,18,0,20,2,3,16,1,0,85,2,1,0,3,279,5,26,14445
14125,76,2,11,11,1,27,2,0,31,1,1,69,0,2,1,3,277,6,33,14446
14137,84,3,12,22,2,23,2,0,17,5,1,69,1,2,0,5,288,6,32,14447
14149,70,1,9,3,2,27,1,3,18,1,1,78,2,5,1,1,261,7,31,14448
14161,76,3,8,19,1,21,2,2,12,1,1,74,1,4,2,2,265,6,30,14449
14179,61,1,6,9,1,23,2,1,18,1,0,97,0,2,0,2,258,2,32,14450
14186,83,6,7,8,0,24,4,1,15,3,2,82,1,1,0,3,261,5,17,14451
14204,54,1,8,6,0,28,6,1,17,0,1,97,2,1,0,2,266,7,35,14452
14215,70,1,7,22,0,32,1,1,26,1,2,77,1,3,0,1,281,3,33,14453
14229,77,1,14,10,1,29,0,1,17,0,0,90,1,5,0,1,281,3,31,14454
14237,45,3,7,12,0,16,4,1,19,0,0,101,2,1,0,5,270,0,54,14455
14252,79,0,17,5,1,21,3,2,16,0,0,73,1,2,0,6,264,2,36,14456
14264,74,3,11,16,0,18,2,3,12,0,0,81,2,3,0,3,260,0,32,14457
14275,65,2,15,7,1,25,1,0,21,0,2,91,0,0,0,4,269,4,31,14458
14287,78,3,8,18,0,17,3,2,16,0,0,86,2,2,0,1,276,7,33,14459
14300,65,4,25,8,2,37,3,1,21,0,2,81,2,0,2,2,278,4,19,14460
14314,77,4,17,19,0,20,1,1,13,0,1,96,1,3,1,2,285,9,20,14461
14326,62,2,13,7,0,30,4,3,10,0,1,91,0,3,0,2,261,3,30,14462
14338,76,3,5,12,0,23,4,0,16,0,0,88,2,1,1,3,262,10,18,14463
14347,52,2,11,7,0,24,2,0,16,0,0,90,2,4,0,2,241,1,28,14464
14359,105,3,7,17,0,22,3,0,11,0,1,86,0,2,0,1,290,8,24,14465
14371,55,2,13,9,0,24,4,1,17,1,0,69,1,4,0,5,239,6,28,14466
14383,82,4,5,11,1,31,2,2,14,0,0,93,1,1,1,6,287,5,28,14467
14395,58,1,10,14,1,28,2,2,18,0,0,77,2,2,0,2,250,3,30,14468
14408,94,5,5,20,1,19,2,1,16,0,0,75,2,5,0,6,275,5,19,14469
14420,74,5,15,6,0,22,6,0,11,0,1,68,2,2,1,1,242,4,24,14470
14433,74,3,9,11,4,25,8,1,21,0,0,76,1,3,1,2,264,4,21,14471
14446,65,0,9,9,1,31,3,0,25,1,0,65,3,2,0,1,258,6,37,14472
14459,104,2,4,29,0,22,1,2,21,0,2,72,3,2,0,3,292,3,22,14473
14471,66,1,8,11,1,20,5,0,20,0,1,65,1,4,1,1,245,3,37,14474
14482,110,6,5,13,0,20,1,2,15,1,1,75,0,2,0,1,276,5,19,14475
14503,92,2,16,7,1,17,2,0,29,0,0,70,0,5,0,3,274,3,27,14476
14515,74,8,7,16,1,17,4,1,23,0,0,80,1,4,0,4,271,6,27,14477
14528,61,0,16,8,0,30,3,1,21,0,0,74,0,3,1,2,251,4,27,14478
14541,73,3,8,22,0,21,4,1,19,0,1,93,0,2,0,1,275,1,26,14479
14553,64,2,14,4,0,35,3,0,17,0,0,80,0,6,0,3,260,2,30,14480
14565,87,3,9,18,1,23,4,4,12,0,0,68,2,1,0,0,256,6,18,14481
14575,68,0,18,11,0,32,0,13,11,0,0,78,0,0,0,0,263,7,25,14482
14587,89,2,7,15,0,22,2,1,22,3,1,72,0,1,0,2,274,7,28,14483
14604,48,1,13,9,1,32,2,1,17,0,0,66,2,4,0,4,238,6,32,14484
14616,85,2,3,21,0,21,3,0,17,0,1,97,0,2,1,0,288,8,27,14485
14627,70,3,12,6,0,24,4,1,15,1,1,74,1,3,0,3,270,3,47,14486
14640,95,2,6,17,0,21,4,1,14,1,0,83,2,3,0,0,283,6,28,14487
14653,66,2,11,5,1,32,3,1,13,0,1,73,2,1,0,4,260,6,39,14488
14670,95,3,7,15,1,23,2,2,15,1,0,79,4,5,0,6,284,3,24,14489
14682,56,4,15,7,1,22,2,0,23,1,1,75,1,4,0,2,242,3,25,14490
14693,77,4,3,33,3,14,3,2,20,1,0,83,0,3,0,2,277,6,23,14491
14707,61,3,5,8,1,24,2,1,20,0,1,90,0,6,1,2,257,5,27,14492
14723,71,5,6,19,1,20,1,1,21,0,0,94,0,2,0,0,266,9,16,14493
14736,56,1,15,14,1,30,1,1,23,0,0,79,0,1,0,2,273,2,47,14494
14745,80,5,6,15,3,32,5,0,19,0,0,80,0,1,0,1,273,2,24,14495
14756,69,0,14,12,1,28,3,0,10,1,0,92,0,2,1,0,260,1,26,14496
14771,79,6,11,24,0,21,1,0,18,0,0,90,1,2,0,1,288,4,30,14497
13069,107,2,18,5,1,27,1,4,46,1,0,26,0,1,1,11,291,11,29,17343
13081,111,3,10,8,1,15,2,0,62,0,0,23,3,0,1,4,286,17,27,17344
13096,112,0,10,4,0,30,2,2,45,0,1,31,0,2,0,8,292,17,28,17345
13107,131,3,12,3,2,25,0,0,53,0,2,24,1,1,1,9,293,3,23,17346
13117,149,2,20,4,0,22,1,0,34,0,0,22,1,1,1,10,314,17,30,17347
13131,138,3,5,9,0,17,4,0,41,0,0,25,0,2,0,4,277,8,21,17348
13151,117,1,14,0,2,33,2,0,47,1,0,22,0,1,0,6,302,19,37,17349
13162,122,0,8,5,5,15,3,0,53,0,0,25,0,1,0,7,280,11,25,17350
13172,138,2,10,2,1,32,4,0,32,0,0,28,3,1,0,6,309,19,31,17351
13184,142,5,11,9,1,14,3,1,42,0,0,27,1,0,2,7,293,11,17,17352
13195,128,2,26,1,1,27,4,1,42,0,0,15,1,3,0,10,306,13,32,17353
