id,cand_1,cand_2,cand_3,cand_4,cand_5,cand_6,cand_7,cand_8,cand_9,cand_10,cand_11,cand_12,cand_13,cand_14,cand_15,cand_16,total_suf,blanco,nulo,juntaId
1,82,0,2,1,0,30,0,1,12,0,0,5,1,1,2,5,163,12,9,1
2,96,7,3,2,0,26,0,0,10,0,0,10,3,1,4,4,190,7,17,2
3,129,4,2,2,0,54,4,1,27,0,0,25,2,2,2,1,291,6,30,3
4,129,3,2,4,0,54,1,4,22,0,1,25,0,1,3,2,285,14,20,4
5,140,0,3,0,1,52,2,0,27,2,1,29,1,0,2,7,304,10,27,5
6,127,1,1,1,0,29,1,2,23,1,1,34,1,2,1,7,275,12,31,6
7,124,0,3,2,0,56,3,1,24,0,3,27,0,0,2,9,299,13,32,7
8,113,6,2,0,0,46,3,0,36,1,2,40,0,1,2,6,288,10,20,8
9,153,3,4,1,2,64,5,0,21,0,1,20,0,2,2,5,316,12,21,9
10,142,0,3,2,1,50,0,2,15,0,1,16,0,1,2,8,280,17,20,10
11,123,1,2,0,0,54,3,2,31,1,0,22,0,2,1,12,296,20,22,11
12,131,5,3,1,0,33,2,1,40,3,1,20,0,2,1,5,280,8,24,12
13,131,2,2,1,0,52,5,1,29,3,2,24,0,1,0,7,304,29,15,13
14,121,3,3,3,1,54,3,1,27,2,2,21,1,1,2,7,290,13,25,14
15,108,0,4,1,0,63,6,0,28,1,0,21,1,4,8,7,293,19,22,15
16,120,3,0,3,1,35,0,1,42,0,0,22,1,0,2,7,273,12,24,16
17,135,2,3,2,0,64,2,0,33,0,1,17,1,1,3,6,293,5,18,17
18,131,2,0,1,0,44,1,1,28,0,0,36,2,1,5,4,284,13,15,18
19,131,1,2,1,0,49,5,0,30,1,0,19,0,2,0,3,306,20,42,19
20,152,3,2,2,1,45,5,1,27,0,1,18,1,1,1,5,289,5,19,20
21,122,2,1,3,0,70,0,1,27,0,0,21,1,0,0,14,301,7,32,21
22,139,1,2,5,1,47,2,1,34,0,0,15,3,0,0,6,292,5,31,22
23,142,4,1,3,0,48,4,1,38,0,1,13,0,4,1,8,304,12,25,23
24,114,2,3,3,0,57,1,3,31,0,1,31,2,0,1,5,287,5,28,24
25,135,4,2,3,0,50,1,0,35,2,1,23,0,0,1,4,295,15,19,25
26,135,2,2,7,1,43,4,1,32,1,1,23,1,0,0,4,285,9,19,26
27,124,0,8,3,1,52,1,0,28,1,0,26,1,2,1,6,291,7,30,27
28,127,1,3,0,0,47,1,1,40,0,2,18,0,3,1,4,280,11,21,28
29,146,2,4,0,2,61,4,1,33,0,1,18,0,0,1,8,315,6,28,29
30,148,3,6,4,1,38,2,0,23,1,0,28,1,0,2,4,292,13,18,30
31,126,2,1,3,0,64,0,0,31,1,0,23,1,2,1,11,313,23,24,31
32,122,3,2,1,1,40,3,3,39,1,1,29,1,1,2,4,280,9,18,32
33,136,2,4,2,2,64,2,0,25,1,0,26,1,4,0,11,306,8,18,33
34,118,3,4,2,0,48,1,1,35,2,3,28,3,1,3,6,288,4,28,34
35,62,0,1,1,0,20,2,0,8,0,0,5,1,1,1,4,127,6,15,35
36,120,0,0,5,2,51,5,2,25,1,1,30,0,4,0,3,280,9,22,36
37,143,3,1,6,0,65,4,2,29,0,1,24,0,2,2,7,320,12,18,37
38,61,3,1,1,0,25,0,1,18,0,0,8,0,2,1,5,136,5,5,38
39,70,2,1,5,0,12,4,0,13,0,0,8,0,1,1,1,130,2,10,39
40,132,4,0,1,2,16,4,0,18,1,0,7,0,0,1,3,223,17,17,40
41,120,7,0,2,0,25,2,1,20,4,0,11,0,0,3,8,232,15,14,41
42,49,0,1,0,0,11,1,0,4,0,0,8,0,0,1,3,95,4,13,42
43,56,2,1,4,0,17,0,1,8,1,0,13,0,0,0,0,116,6,7,43
44,133,3,0,0,1,47,2,0,38,3,0,33,1,1,1,2,321,19,37,44
45,149,6,1,6,0,29,0,0,35,0,0,31,1,2,3,0,304,27,14,45
46,143,3,1,4,0,35,1,1,31,0,0,24,1,0,3,6,305,20,32,46
47,152,1,0,9,0,29,0,3,37,2,1,40,1,1,0,6,321,17,22,47
48,36,0,1,1,0,9,0,0,7,1,0,2,0,1,0,4,76,3,11,48
49,104,8,5,1,1,13,1,1,103,0,3,14,2,4,3,9,305,11,22,49
50,96,7,3,0,1,14,0,0,97,0,2,17,0,2,6,1,286,17,23,50
51,52,3,3,4,0,11,0,0,73,0,0,15,0,0,3,2,194,11,17,51
52,49,4,2,3,0,7,1,2,69,1,2,18,0,0,0,1,184,3,22,52
53,56,3,3,1,0,40,3,0,101,0,1,13,0,2,1,4,270,10,32,53
54,60,3,1,1,0,35,0,1,94,0,0,26,0,0,3,1,261,5,31,54
55,66,3,1,0,0,31,3,0,99,0,0,10,2,0,3,2,266,18,28,55
56,58,1,2,0,0,32,2,0,113,2,0,19,0,1,1,1,253,2,19,56
57,56,0,2,1,1,35,1,0,110,0,1,30,1,1,1,2,284,4,38,57
58,54,2,0,2,0,41,2,1,91,0,1,24,1,3,0,3,251,8,18,58
59,57,0,2,2,0,64,4,0,92,1,1,25,1,2,0,2,285,15,17,59
60,67,1,3,1,2,40,2,0,77,0,1,36,0,0,1,1,256,6,18,60
61,75,1,1,1,0,34,5,1,88,0,0,18,0,2,0,3,268,11,28,61
62,58,1,3,0,0,43,4,1,100,0,0,28,1,1,0,0,264,7,17,62
63,72,1,0,1,0,37,5,0,96,0,1,18,0,1,2,0,274,10,30,63
64,52,0,0,1,1,53,2,2,83,0,0,36,0,1,0,1,260,11,17,64
65,56,0,1,0,0,50,3,1,95,1,0,27,0,0,2,1,279,11,31,65
66,71,3,2,0,0,47,1,1,101,0,0,19,0,1,0,1,275,10,18,66
67,51,0,3,3,0,51,4,2,98,0,1,16,0,5,3,2,277,8,30,67
68,60,1,0,0,0,55,3,1,94,1,1,11,0,0,1,1,254,4,21,68
69,52,1,2,0,0,62,0,0,102,0,0,3,0,3,0,2,267,11,29,69
70,46,0,1,0,0,48,4,1,95,2,0,34,0,2,0,1,262,5,23,70
71,58,1,2,0,1,49,2,0,99,1,1,16,0,0,0,3,268,10,25,71
72,28,0,0,0,0,21,1,1,33,0,0,10,0,1,0,1,103,2,5,72
73,44,0,1,0,0,34,3,0,60,0,0,14,0,1,4,0,180,3,16,73
74,58,2,0,1,0,22,4,0,158,0,2,7,0,0,2,2,308,13,37,74
75,60,1,1,2,1,18,3,0,123,0,0,10,0,0,3,2,254,8,21,75
76,26,0,0,1,0,8,3,0,49,1,0,2,2,1,0,1,117,6,17,76
77,12,0,0,1,0,6,0,0,31,0,0,4,0,0,2,1,64,2,5,77
78,82,2,1,0,0,17,1,0,118,2,1,2,1,2,1,3,295,23,39,78
79,76,5,0,1,2,15,1,2,109,0,1,4,0,0,2,2,254,12,22,79
80,38,0,0,0,0,8,1,1,53,1,0,2,1,1,0,2,139,12,19,80
81,69,0,1,0,0,32,3,1,110,1,1,6,0,0,2,9,286,13,38,81
82,62,2,0,0,1,27,5,3,103,1,0,4,0,0,1,2,256,14,31,82
83,69,0,0,1,0,18,1,0,82,0,1,2,0,0,0,5,230,17,33,83
84,35,1,0,0,0,11,0,1,39,0,0,4,1,2,0,2,118,4,18,84
85,28,3,0,0,1,38,2,0,179,2,0,6,1,0,0,3,306,8,35,85
86,28,6,0,0,1,20,0,2,100,1,0,5,0,1,1,1,193,9,18,86
87,43,0,1,1,0,44,11,0,127,0,1,27,1,2,0,2,290,1,29,87
88,46,0,2,1,0,41,5,5,104,0,1,33,0,1,1,0,259,1,18,88
89,47,0,2,0,0,39,10,1,121,0,1,20,1,0,1,0,284,3,38,89
90,51,1,1,5,0,38,2,0,119,1,0,26,0,0,0,0,267,6,17,90
91,43,1,3,0,0,28,16,5,104,0,1,21,0,2,1,3,273,10,35,91
92,46,0,4,3,0,29,5,0,134,0,2,18,1,0,3,1,265,7,12,92
93,49,0,2,1,0,44,10,2,104,5,0,27,0,1,0,2,273,2,24,93
94,46,2,1,1,0,53,9,1,107,1,0,39,0,2,0,0,283,1,20,94
95,59,1,5,1,0,31,12,1,121,2,1,16,3,2,2,3,282,5,17,95
96,55,1,3,0,0,42,11,1,111,0,0,21,1,0,0,2,271,3,20,96
97,46,1,4,1,1,41,14,0,107,1,0,29,1,1,1,3,282,2,30,97
98,46,0,1,1,2,44,5,1,89,1,0,46,0,0,3,0,261,11,11,98
99,49,1,1,0,0,54,12,0,97,0,1,22,1,0,0,3,266,10,15,99
100,49,1,1,0,0,49,9,0,100,0,0,19,0,1,3,5,260,5,18,100
101,52,1,2,1,0,32,10,1,113,4,0,27,1,1,0,2,283,9,27,101
102,54,4,1,3,0,35,9,1,107,0,0,22,0,0,1,1,260,4,18,102
103,56,2,2,0,0,44,16,2,100,1,0,14,0,0,1,6,281,2,35,103
104,65,1,2,0,0,56,13,2,107,1,0,12,1,0,2,3,281,3,13,104
105,47,1,2,2,0,55,7,1,121,0,1,19,2,0,0,2,290,7,23,105
106,61,1,1,1,0,39,10,2,87,0,2,41,1,2,1,1,267,5,12,106
107,53,0,2,0,0,52,11,1,102,1,1,23,5,0,4,2,292,7,28,107
108,50,2,1,1,1,28,6,1,143,0,1,4,0,0,0,4,271,6,23,108
109,57,1,2,4,1,37,4,1,136,0,0,8,1,1,1,6,284,8,16,109
110,67,0,1,3,1,59,8,0,86,0,0,16,0,0,0,4,268,9,14,110
111,66,2,1,3,0,54,18,0,110,1,0,14,1,1,1,2,300,9,17,111
112,40,1,0,2,0,37,2,2,117,0,0,21,0,1,0,5,257,10,19,112
113,47,0,7,1,1,36,9,0,135,0,0,15,2,1,1,1,295,10,29,113
114,55,1,1,1,0,37,10,1,126,0,0,17,2,0,1,2,283,3,26,114
115,51,1,3,0,0,34,9,0,140,0,0,13,1,0,0,1,285,7,25,115
116,59,2,2,4,0,44,11,1,103,0,0,27,0,0,0,2,283,7,21,116
117,55,1,2,2,1,48,5,0,96,0,0,24,0,1,5,3,273,9,21,117
118,45,1,1,0,0,37,10,0,125,0,0,20,0,2,0,1,276,10,24,118
119,48,1,3,1,0,49,3,3,110,1,0,16,1,0,3,1,269,5,24,119
120,42,3,0,2,0,33,6,0,118,0,0,20,0,2,1,3,258,8,19,120
121,32,3,2,1,1,30,6,0,147,0,0,27,0,2,4,2,289,8,24,121
122,48,0,2,2,0,34,3,1,120,0,0,22,0,0,1,0,261,6,22,122
123,63,2,1,0,1,37,7,1,125,0,0,23,0,0,1,0,295,7,27,123
124,49,1,1,2,1,41,9,1,110,0,0,27,1,0,4,0,282,6,29,124
125,39,4,0,1,0,29,5,3,137,1,0,17,0,0,0,6,279,16,21,125
126,47,4,4,4,0,33,7,1,117,1,0,29,0,0,0,3,274,6,18,126
127,44,1,4,2,0,44,13,0,110,0,1,23,0,0,0,0,280,6,32,127
128,41,3,3,0,0,44,6,1,132,0,0,24,2,0,0,2,276,3,15,128
129,53,0,1,0,0,38,8,3,136,1,1,39,2,0,1,1,309,3,22,129
130,43,2,1,0,0,31,9,0,142,1,0,15,1,0,1,3,267,4,14,130
131,44,4,2,1,0,50,6,1,119,1,1,11,2,0,0,2,291,7,39,131
132,41,0,3,2,0,40,9,2,112,0,0,34,0,0,1,3,260,2,11,132
133,44,2,4,0,0,32,4,0,139,0,1,15,2,1,0,6,287,9,28,133
134,68,3,2,1,0,33,9,0,112,1,0,17,0,2,0,2,280,7,24,134
135,51,0,7,1,0,51,12,1,98,0,0,21,3,1,3,1,277,7,20,135
136,55,0,0,2,0,35,9,2,148,0,0,13,1,0,0,2,286,7,12,136
137,57,1,3,1,1,45,6,2,111,0,0,23,1,1,0,3,285,7,24,137
138,68,1,1,1,0,31,7,1,109,1,0,28,0,0,0,3,281,16,14,138
139,47,0,3,2,0,36,14,2,137,0,1,14,2,0,0,2,283,7,16,139
140,46,2,1,1,0,32,6,1,124,0,0,29,0,1,0,7,271,7,14,140
141,48,0,2,2,0,36,8,1,134,1,2,23,0,1,0,1,284,11,14,141
142,47,2,1,1,0,55,7,0,113,0,0,26,0,0,1,1,272,3,15,142
143,48,3,0,1,0,31,10,1,137,1,0,20,1,1,2,4,289,8,21,143
144,52,3,0,3,0,33,9,1,122,0,0,28,0,1,1,3,286,9,21,144
145,50,0,4,0,0,46,12,2,97,0,1,34,1,0,4,6,291,7,27,145
146,31,0,3,0,0,42,5,2,142,0,0,12,1,0,1,2,254,1,12,146
147,37,0,0,1,0,47,7,1,137,1,0,26,0,0,0,2,289,9,21,147
148,47,1,3,0,0,31,9,0,138,1,1,17,0,1,2,2,286,5,28,148
149,29,0,3,0,0,25,6,1,123,0,0,5,1,0,1,2,222,5,21,149
150,24,0,0,0,0,6,0,0,84,0,1,11,0,0,0,2,138,2,8,150
151,22,2,0,1,0,3,0,0,53,0,0,5,0,0,0,0,99,1,12,151
152,40,0,1,2,0,58,10,1,59,0,0,70,4,2,0,1,277,4,25,152
153,44,1,4,5,0,68,8,2,68,0,0,70,1,1,1,2,295,4,16,153
154,45,0,4,2,0,70,8,1,76,2,0,51,0,0,2,4,306,7,34,154
155,45,0,4,3,0,57,7,1,81,0,0,53,0,3,0,1,292,5,30,155
156,52,1,2,0,0,62,12,0,77,0,0,49,5,1,2,5,294,7,19,156
157,56,1,1,0,0,58,8,1,89,0,0,53,3,1,0,1,305,6,27,157
158,44,1,4,0,0,56,6,3,82,0,0,58,2,1,4,1,296,8,26,158
159,44,2,3,1,0,59,7,2,95,0,0,47,0,2,1,3,296,6,25,159
160,45,0,1,2,0,51,12,6,65,0,1,79,0,2,3,2,295,6,21,160
161,43,1,2,2,0,48,9,5,85,0,1,64,0,1,1,5,287,2,18,161
162,66,0,3,1,0,45,7,0,79,0,0,62,0,1,1,1,280,1,13,162
163,50,0,1,2,0,58,7,4,83,0,0,60,1,1,1,1,290,2,19,163
164,57,0,3,2,0,39,11,1,82,1,0,57,0,0,4,7,294,1,29,164
165,60,0,5,2,0,52,6,0,73,0,1,51,2,1,1,0,278,4,20,165
166,40,0,5,0,0,51,14,6,85,0,0,58,0,1,0,3,285,1,22,166
167,55,2,1,0,0,64,11,1,73,0,0,47,0,1,1,1,278,2,19,167
168,40,0,1,1,0,65,9,0,74,0,1,59,1,3,0,5,285,4,22,168
169,56,1,1,3,0,51,10,1,74,1,0,62,0,2,1,3,290,2,22,169
170,54,0,4,3,0,46,8,1,76,0,2,66,3,0,0,2,293,4,24,170
171,54,1,7,5,0,61,9,1,69,0,0,49,1,1,1,1,296,6,30,171
172,38,1,6,0,0,55,13,2,81,0,2,53,3,4,1,2,288,2,25,172
173,55,0,1,2,1,52,7,1,78,1,2,68,0,0,3,0,299,2,25,173
174,46,1,3,0,0,57,14,1,80,0,0,53,0,5,1,3,293,2,28,174
175,63,0,1,2,0,59,9,2,71,1,0,59,2,0,1,1,287,1,15,175
176,49,3,3,1,0,53,14,1,82,0,2,57,0,5,0,1,296,4,21,176
177,56,0,2,2,0,42,8,2,94,0,0,57,2,3,0,1,296,3,24,177
178,40,1,5,0,0,48,11,0,66,0,0,65,1,1,1,3,272,2,28,178
179,50,0,5,3,0,54,9,1,66,0,0,69,1,1,1,2,285,4,19,179
180,43,0,10,1,0,56,6,0,77,0,0,57,4,4,2,2,289,2,25,180
181,47,1,5,3,0,57,13,3,76,0,0,61,0,0,1,0,295,4,24,181
182,38,2,8,1,0,50,11,0,76,0,2,70,0,0,1,3,289,4,23,182
183,53,0,2,3,0,47,13,1,71,0,0,48,0,2,0,2,287,4,41,183
184,43,1,12,2,0,47,16,2,86,0,1,53,0,2,5,2,300,1,27,184
185,43,0,5,5,0,60,9,0,95,0,0,39,1,1,2,3,290,1,26,185
186,57,0,4,0,0,40,11,2,75,0,0,59,2,0,0,2,289,2,35,186
187,35,0,3,1,0,51,12,0,76,0,1,57,0,0,1,0,279,5,37,187
188,54,1,1,4,0,53,12,0,93,0,0,48,0,3,0,4,301,0,28,188
189,49,0,4,2,0,48,14,1,86,0,0,45,1,1,1,3,288,3,30,189
190,51,1,3,0,2,57,12,3,60,0,0,65,0,1,3,2,288,3,25,190
191,50,2,1,3,0,57,10,1,86,0,1,45,1,2,1,4,290,6,20,191
192,50,1,6,5,1,38,17,2,76,0,0,54,0,1,4,3,285,4,23,192
193,41,1,2,2,0,55,7,4,105,0,0,50,0,0,2,2,286,4,11,193
194,58,0,2,0,0,64,10,0,77,0,0,45,0,1,1,1,290,6,25,194
195,53,3,3,1,0,51,5,2,77,0,0,53,0,0,2,1,280,5,24,195
196,60,2,2,2,0,50,13,3,78,0,0,54,0,1,2,1,301,4,29,196
197,47,3,5,1,0,52,8,3,78,0,1,57,1,1,2,5,292,1,27,197
198,40,1,5,0,0,36,10,1,60,0,0,23,1,1,2,4,199,1,14,198
199,43,1,3,4,0,49,9,2,59,0,0,78,0,5,1,2,273,5,12,199
200,42,0,1,4,0,52,14,1,54,0,0,84,0,0,2,1,276,3,18,200
201,53,0,3,0,0,54,9,3,54,0,0,88,2,0,1,1,290,4,18,201
202,57,0,3,3,1,63,7,4,78,0,0,67,0,0,1,1,303,0,18,202
203,62,1,3,0,0,62,7,1,46,0,0,88,1,2,1,1,296,3,18,203
204,47,0,1,2,0,63,5,0,49,0,4,85,0,1,0,0,280,3,20,204
205,36,1,3,1,0,64,10,0,72,0,1,80,2,0,0,1,286,1,14,205
206,32,1,1,1,0,56,14,3,62,0,1,80,0,2,1,3,279,2,20,206
207,52,0,1,0,0,54,6,0,49,0,0,90,0,2,0,4,293,2,33,207
208,62,0,3,2,0,50,7,2,71,0,0,78,0,0,1,1,287,0,10,208
209,35,0,2,2,0,49,9,1,69,0,1,82,4,1,1,3,278,4,16,209
210,29,2,1,2,0,54,13,3,68,0,0,68,0,0,0,1,265,2,22,210
211,39,1,1,2,0,38,6,2,64,0,1,89,1,3,0,1,276,0,28,211
212,57,0,1,2,0,51,5,1,61,0,2,81,1,1,1,2,289,4,19,212
213,46,0,2,1,0,61,12,1,57,0,0,81,0,0,0,2,281,0,18,213
214,62,0,2,2,0,46,12,0,69,0,0,64,1,0,1,0,273,1,13,214
215,35,0,2,1,0,48,6,1,55,0,0,88,0,3,0,6,276,2,29,215
216,50,1,0,4,0,54,7,2,68,0,0,79,2,0,0,6,300,1,26,216
217,40,0,3,2,0,54,3,0,65,0,0,90,2,0,2,1,285,2,21,217
218,42,3,0,4,0,70,6,2,76,0,1,69,0,1,0,0,289,1,14,218
219,34,1,0,4,0,57,14,2,62,0,0,72,0,1,2,5,280,1,25,219
220,33,2,2,2,0,48,12,3,63,1,1,82,1,0,0,1,280,3,25,220
221,26,0,4,2,0,57,7,1,73,0,1,76,0,0,1,2,276,2,24,221
222,66,1,2,2,0,55,9,1,73,0,0,62,2,0,0,1,297,6,17,222
223,50,0,2,0,0,51,14,7,61,0,0,69,2,0,0,0,288,5,27,223
224,29,3,2,1,0,34,3,0,43,0,2,73,1,1,1,1,210,1,15,224
225,45,1,2,1,0,47,9,0,73,0,1,87,1,0,1,0,293,3,22,225
226,6,0,0,0,0,10,0,0,8,0,0,4,0,0,0,3,36,0,5,226
227,9,1,0,0,0,8,0,0,8,0,0,1,0,0,0,3,35,1,4,227
228,4,3,0,0,1,0,1,2,14,3,0,0,0,0,0,1,40,9,2,228
229,2,1,0,0,0,0,1,2,14,2,0,0,0,0,0,0,35,8,5,229
230,50,4,1,1,0,12,4,1,79,0,0,7,0,0,1,5,254,36,53,230
231,69,4,1,2,0,11,1,2,94,1,0,5,0,1,0,2,244,23,28,231
232,20,1,1,0,0,3,0,0,28,0,1,2,0,0,1,2,72,6,7,232
233,15,3,0,0,0,17,0,1,38,2,0,4,0,0,0,1,99,10,8,233
234,10,1,1,1,0,8,0,0,41,1,0,1,0,0,1,0,75,5,5,234
235,7,1,0,0,0,4,0,0,32,0,0,1,0,0,1,3,61,10,2,235
236,49,2,0,0,0,23,5,0,102,1,0,8,0,2,1,4,232,22,13,236
237,36,3,1,0,0,19,2,2,110,0,0,12,0,1,0,0,216,10,20,237
238,34,2,0,3,1,16,4,0,101,1,1,10,0,3,0,3,216,14,24,238
239,45,1,1,1,0,19,3,1,105,1,2,11,1,0,2,1,211,8,9,239
240,27,3,1,1,0,20,2,0,122,0,0,17,1,3,3,2,236,8,26,240
241,35,3,0,1,1,18,3,0,107,1,0,9,0,1,1,2,208,5,21,241
242,30,2,0,1,1,24,3,1,113,0,1,7,1,0,1,2,219,19,13,242
243,19,2,0,1,0,11,1,0,96,1,0,13,0,1,0,1,164,3,15,243
244,21,1,0,0,1,11,0,0,56,0,0,7,0,1,3,3,122,4,14,244
245,26,1,0,0,0,20,6,0,128,0,0,17,2,0,5,1,235,4,25,245
246,28,2,0,1,0,35,5,0,131,0,1,9,2,0,3,0,242,11,14,246
247,31,4,0,2,0,26,3,2,119,0,1,11,1,0,3,1,236,14,18,247
248,48,3,1,4,0,32,3,1,118,0,2,10,0,0,6,2,250,1,17,248
249,24,2,3,0,0,35,6,1,131,0,0,9,2,1,2,1,252,6,29,249
250,28,0,0,0,0,24,7,3,135,1,0,9,0,3,2,3,249,14,20,250
251,40,1,2,1,1,18,7,1,117,1,3,10,1,2,2,5,255,14,29,251
252,42,1,1,2,1,13,5,2,146,1,0,10,0,0,5,4,260,7,20,252
253,30,0,0,0,0,30,4,1,139,0,0,13,0,1,3,4,254,4,25,253
254,29,4,0,1,2,30,6,2,125,1,0,12,1,0,3,2,239,5,16,254
255,27,1,0,3,0,22,11,0,121,1,0,4,2,1,3,4,244,13,31,255
256,19,1,0,4,0,12,2,0,50,0,0,9,0,1,0,1,118,6,13,256
257,21,0,1,2,0,22,4,0,73,0,0,4,0,0,2,1,140,4,6,257
258,37,1,1,1,0,18,3,0,191,0,0,6,1,1,0,3,286,5,18,258
259,43,0,4,1,0,15,3,0,161,0,0,11,0,0,1,1,251,7,4,259
260,30,0,0,0,0,9,3,0,204,0,0,10,0,1,2,2,293,7,24,260
261,36,0,2,0,1,13,1,0,158,0,0,18,0,0,0,3,254,4,19,261
262,30,1,1,0,0,14,3,2,206,1,0,6,1,1,0,1,292,7,18,262
263,32,0,3,2,1,12,4,0,191,0,0,4,0,0,0,0,269,11,9,263
264,25,3,1,1,1,12,4,0,231,1,0,2,0,0,0,2,309,6,20,264
265,34,1,0,1,0,22,1,0,197,2,0,4,0,0,0,2,275,0,11,265
266,40,1,1,2,2,11,1,3,204,0,1,7,0,1,0,2,300,5,19,266
267,33,2,0,1,0,16,2,1,190,1,1,11,0,0,0,0,277,5,14,267
268,30,1,1,1,2,15,1,1,207,0,0,4,0,0,0,1,287,4,19,268
269,32,1,1,0,0,10,3,0,200,0,0,7,0,1,0,0,268,3,10,269
270,31,2,0,0,2,12,3,0,196,0,0,3,2,0,0,3,300,25,21,270
271,21,0,2,2,0,8,3,0,212,1,0,10,0,0,1,2,289,7,20,271
272,21,1,3,0,0,14,1,0,223,0,1,6,1,1,1,4,301,11,13,272
273,23,0,1,1,0,17,2,0,105,0,0,9,1,0,1,1,177,7,9,273
274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274
275,41,1,2,2,0,46,10,0,76,0,0,90,0,1,0,1,279,1,8,275
276,36,2,0,4,1,46,10,0,81,1,0,76,0,1,0,2,281,2,19,276
277,53,3,9,2,0,49,12,1,74,1,0,60,0,1,3,1,294,4,21,277
278,54,2,7,4,0,35,6,1,95,1,0,49,0,0,1,2,286,1,28,278
279,49,2,7,1,0,45,9,0,105,0,2,50,0,1,0,2,299,7,19,279
280,58,1,1,1,0,60,13,1,85,0,0,44,0,0,4,2,282,1,11,280
281,52,1,4,1,1,49,10,1,89,0,0,48,1,2,2,4,284,5,14,281
282,49,1,7,4,0,43,12,2,83,0,0,53,1,2,1,1,279,5,15,282
283,67,0,3,0,0,36,5,1,87,0,0,59,0,1,0,1,284,8,16,283
284,47,3,1,2,0,48,7,3,73,0,0,69,0,0,1,0,275,3,18,284
285,60,2,0,0,0,41,5,0,86,1,0,59,0,1,0,3,282,1,23,285
286,52,1,1,3,0,38,11,2,97,0,0,58,0,1,0,3,284,2,15,286
287,35,0,5,2,2,46,11,2,81,0,0,67,1,1,1,1,280,2,23,287
288,56,0,0,6,0,48,12,2,81,0,1,49,1,0,0,2,275,1,16,288
289,44,0,4,3,0,46,10,1,103,0,1,46,1,1,1,1,287,1,24,289
290,57,2,3,0,1,36,10,3,93,0,0,51,0,2,1,3,284,4,18,290
291,47,1,11,1,0,47,11,2,85,0,1,56,0,4,2,8,295,3,16,291
292,53,1,2,1,0,55,4,3,103,0,0,47,0,0,0,0,285,4,12,292
293,63,1,6,5,0,45,10,0,70,0,0,41,0,1,3,2,268,2,19,293
294,47,2,4,3,0,38,8,2,78,0,0,63,0,0,0,1,266,3,16,294
295,56,2,5,1,1,49,13,1,84,2,0,38,2,2,0,5,286,3,22,295
296,60,0,3,3,0,43,6,1,80,0,0,48,1,0,1,1,269,6,16,296
297,39,3,1,1,0,45,11,0,109,0,1,40,1,0,0,4,286,7,24,297
298,45,0,5,0,0,49,6,2,90,0,0,46,0,0,2,0,273,5,23,298
299,39,0,2,1,0,52,8,2,80,0,0,79,0,0,2,0,285,0,20,299
300,36,0,2,2,0,54,6,1,90,0,0,59,2,1,0,1,285,7,24,300
301,50,0,0,4,0,50,10,0,83,1,0,60,2,1,0,3,287,6,17,301
302,61,1,2,2,0,39,7,4,94,0,0,42,1,1,0,0,270,3,13,302
303,41,2,1,1,0,41,10,2,112,0,1,47,1,2,1,1,286,2,21,303
304,53,2,1,3,0,58,7,0,88,0,0,45,0,1,1,3,292,7,23,304
305,44,0,3,2,0,51,8,0,75,1,1,63,0,1,0,2,276,6,19,305
306,53,1,3,0,0,41,9,0,102,0,0,52,0,1,1,4,280,0,12,306
307,56,0,6,1,0,43,12,0,89,1,0,44,2,2,3,2,285,8,16,307
308,55,3,2,0,0,29,10,1,92,0,1,51,0,0,2,0,277,11,20,308
309,62,0,4,1,0,51,6,1,93,0,1,47,0,1,2,4,284,0,10,309
310,53,0,0,3,1,42,5,0,86,0,2,67,0,0,0,2,281,1,19,310
311,35,1,4,3,0,45,10,1,86,0,0,77,0,0,2,1,289,7,17,311
312,37,3,0,1,1,46,7,1,55,0,0,26,0,1,1,3,196,2,12,312
313,44,0,1,0,0,39,10,2,77,0,0,32,1,0,1,2,232,7,16,313
314,57,2,4,2,0,57,8,1,73,0,0,45,1,0,0,0,267,0,17,314
315,54,2,1,4,0,44,4,1,77,0,0,45,0,1,2,1,264,11,17,315
316,44,0,4,0,0,40,8,3,85,0,2,51,1,0,3,3,271,3,24,316
317,61,2,1,3,0,56,10,0,81,1,2,50,0,0,2,1,292,6,16,317
318,59,1,4,1,0,48,6,1,89,0,0,33,0,0,2,4,281,4,29,318
319,51,0,3,2,0,57,8,1,90,1,0,43,1,0,0,1,289,6,25,319
320,47,1,9,3,0,50,10,0,74,0,1,37,2,4,0,3,266,1,24,320
321,34,0,3,2,1,54,11,0,95,0,0,37,1,2,3,2,267,3,19,321
322,44,1,6,2,0,45,8,1,94,0,1,48,2,3,3,3,277,1,15,322
323,56,3,5,3,0,47,9,2,122,0,2,36,0,0,0,1,305,1,16,323
324,55,5,4,2,0,42,7,2,81,0,0,26,0,1,2,3,265,11,25,324
325,60,2,1,4,2,57,8,1,81,1,2,33,1,1,1,0,284,2,27,325
326,58,2,4,0,0,46,4,2,73,0,0,47,1,0,3,2,270,4,24,326
327,56,1,0,1,0,52,16,1,98,0,0,34,0,1,0,2,282,1,19,327
328,42,2,1,0,0,51,6,4,90,0,0,38,0,0,1,4,275,4,32,328
329,49,4,0,2,0,52,16,2,83,0,1,33,0,1,2,6,282,6,25,329
330,56,4,3,0,0,48,13,2,84,0,1,31,0,1,3,5,287,8,28,330
